id,description,source_name,nb_emojis,emojis_list,nb_alert_emojis,ratio_emojis,description_clean,langue,nb_mots,sentiment_stars,sentiment_score,sentiment_signal,zeroshot_label,zeroshot_score,zeroshot_signal,rules_signal,rules_details,rules_count
2512,à louer un appartement s2 au 3ème étage sansa ascenseur à cité khadra côté de charguia 1 . gaz de ville. bon emplacement. place parking résidence sécurisée et gardée. ce bien est idéal pour une petite famille ou des femmes fonctionnaires. prix  :  680 dt frais de visite :  30 dt téléphone :  22 982 062,tunisieannonce,0,,0,0.0,à louer un appartement s2 au 3ème étage sansa ascenseur à cité khadra côté de charguia 1 . gaz de ville. bon emplacement. place parking résidence sécurisée et gardée. ce bien est idéal pour une petite famille ou des femmes fonctionnaires. prix : 680 dt frais de visite : 30 dt téléphone : 22 982 062,fr,56,4,0.426,0.085,vague,0.492,0.222,0.68,frais_visite,1
2515,"l'agence immobiliere harabi a vendre 22h à boucha 52 km de tunis sur la route goudronnée. terrain plat et fertile. papier en règle. prix de l'hectare 32000 dt . prix totale : 700000dt à discuter page officielle et tiktok -youtube : immobilier harabi pro business pour plus d'information : visite sur rdv a l'avance contactez: mr harabi ali tel: 22516198 whatsapp 216 55357150 rue habib bourguiba birmchergua 1141 première visite 30 dt et le reste des visites sont gratuites , beaucoup d' autres offres sont disponibles :des terrains agricoles , industriels , des terrains de lotissement ,de loisir et des villas",tunisieannonce,0,,0,0.0,"l'agence immobiliere harabi a vendre 22h à boucha 52 km de tunis sur la route goudronnée. terrain plat et fertile. papier en règle. prix de l'hectare 32000 dt . prix totale : 700000dt à discuter page officielle et tiktok -youtube : immobilier harabi pro business pour plus d'information : visite sur rdv a l'avance contactez: mr harabi ali tel: 22516198 whatsapp 216 55357150 rue habib bourguiba birmchergua 1141 première visite 30 dt et le reste des visites sont gratuites , beaucoup d' autres offres sont disponibles :des terrains agricoles , industriels , des terrains de lotissement ,de loisir et des villas",fr,101,1,0.245,0.221,pressante,0.434,0.304,0.0,aucun,0
2516,"à louer une villa de maître à la soukra à louer une somptueuse villa de maître située à la soukra, côté parc, édifiée sur un terrain de 4 700 m² avec une superficie bâtie de 800 m². composition : au rez-de-chaussée : un salon spacieux un séjour une cuisine entièrement équipée deux chambres à coucher une suite parentale une piscine couverte à l'étage : deux chambres à coucher une suite parentale 4 salles de bain prix : 9 000 dt / mois contacter agence villa ( agence immobilière agrée) tel : 29387777 #location #villaalouer #villademaitre #lasoukra #immobiliertunisie #prestige #luxe #hautstanding #maisondeluxe #famille #parc #piscine #piscinecouverte #grandterrain #realestate #rent #tunisie #opportunité #residencedeprestige",tunisieannonce,0,,0,0.0,"à louer une villa de maître à la soukra à louer une somptueuse villa de maître située à la soukra, côté parc, édifiée sur un terrain de 4 700 m² avec une superficie bâtie de 800 m². composition : au rez-de-chaussée : un salon spacieux un séjour une cuisine entièrement équipée deux chambres à coucher une suite parentale une piscine couverte à l'étage : deux chambres à coucher une suite parentale 4 salles de bain prix : 9 000 dt / mois contacter agence villa ( agence immobilière agrée) tel : 29387777 location villaalouer villademaitre lasoukra immobiliertunisie prestige luxe hautstanding maisondeluxe famille parc piscine piscinecouverte grandterrain realestate rent tunisie opportunité residencedeprestige",fr,111,5,0.37,0.019,pressante,0.396,0.277,0.0,aucun,0
2517,a louer un appartement s+1 près clinique soukra  l appartement se compose d'un grand salon donne sur une grande terrasse une chambre à coucher cuisine équipée salle de bain tél 24 284 879,tunisieannonce,0,,0,0.0,a louer un appartement s 1 près clinique soukra l appartement se compose d'un grand salon donne sur une grande terrasse une chambre à coucher cuisine équipée salle de bain tél 24 284 879,fr,34,3,0.267,0.107,fiable,0.309,0.015,0.0,aucun,0
2518,"le patio immobilier tunisie propose à la location un appartement s+3 meublé au 1er étage à la marsa ville. composition : salon avec terrasse cuisine entièrement équipée trois chambres à coucher avec dressing salle d'eau salle de douche chauffage central climatisation place de parking au sous-sol loyer : 3 100 dinars / mois, syndic inclus pour plus d'informations ou pour organiser une visite, contactez-nous sur le 00216 28 287 487 (whatsapp)",tunisieannonce,0,,0,0.0,"le patio immobilier tunisie propose à la location un appartement s 3 meublé au 1er étage à la marsa ville. composition : salon avec terrasse cuisine entièrement équipée trois chambres à coucher avec dressing salle d'eau salle de douche chauffage central climatisation place de parking au sous-sol loyer : 3 100 dinars / mois, syndic inclus pour plus d'informations ou pour organiser une visite, contactez-nous sur le 00216 28 287 487 (whatsapp)",fr,72,4,0.421,0.084,fiable,0.425,0.021,0.0,aucun,0
2519,"beaux appartements entièrement meublés à louer à rejiche .ils sont à 250 mètres de la belle plage de rejiche et en face de son parc. le bâtiment est situé dans un quartier très calme et une zone sûre.les appartements sont climatisés et bien équipée. le bâtiment est aussi mis sous surveillance vidéo. nous avons: - appartements (s+3) (au rez-de-chaussée, au premier étage et deuxième étage): prix exception'elle a partir de 250 dinars par nuit. -un excellent appartement au deuxième étage (s+1)  (une chambre à coucher, une salle de séjour, cuisine, wc): vue sur mer.( 200 dinars par nuit) le prix peut changer selon la période saisonnière. prix negotiable et spécial pour location longue durée. pour plus d'informations, veuillez s'il vous plaît contacter les numéros suivants: 20784408 / 98229864/ 97313606/28888715",tunisieannonce,0,,0,0.0,"beaux appartements entièrement meublés à louer à rejiche .ils sont à 250 mètres de la belle plage de rejiche et en face de son parc. le bâtiment est situé dans un quartier très calme et une zone sûre.les appartements sont climatisés et bien équipée. le bâtiment est aussi mis sous surveillance vidéo. nous avons: - appartements (s 3) (au rez-de-chaussée, au premier étage et deuxième étage): prix exception'elle a partir de 250 dinars par nuit. -un excellent appartement au deuxième étage (s 1) (une chambre à coucher, une salle de séjour, cuisine, wc): vue sur mer.( 200 dinars par nuit) le prix peut changer selon la période saisonnière. prix negotiable et spécial pour location longue durée. pour plus d'informations, veuillez s'il vous plaît contacter les numéros suivants: 20784408 / 98229864/ 97313606/28888715",fr,131,5,0.578,0.029,pressante,0.428,0.299,0.28,contacts_multiples,1
2521,a v  villa  état moyenne - ter :  624m2  - tt bleu - lotis - viabilisé  - angle 2 rues -  rdc :  (  s + 4  ) 200m2 - sdb - s.d'eau  -  grande  jardin -  plus  2 studios - garage  de  2 voitures  ((   possible  pour  petite immeuble  r2 )) - prés tt commodité - - pour visite sur  rdv  prés station  agil  cité olympique /53999911,tunisieannonce,0,,0,0.0,a v villa état moyenne - ter : 624m2 - tt bleu - lotis - viabilisé - angle 2 rues - rdc : ( s 4 ) 200m2 - sdb - s.d'eau - grande jardin - plus 2 studios - garage de 2 voitures (( possible pour petite immeuble r2 )) - prés tt commodité - - pour visite sur rdv prés station agil cité olympique /53999911,fr,67,3,0.482,0.193,vague,0.319,0.144,0.32,absence_prix_bien_cher,1
2523,"résidence de 932m2, de 3 niveaux avec un 4ème niveau constructible (permis de construction existant) avec titre foncier. elle est composée de 24 pièces qui sont réparties comme suit: 10 double, 6 triple, 2 single, 2 suites (4 pièces double communicantes entre elles) une avec 4 lits et l'autre avec 5 lits. elle est située dans une zone très animée à proximité des restaurants, de grandes surfaces et surtout à 200 m² de la belle plage de boujâafar.",tunisieannonce,0,,0,0.0,"résidence de 932m2, de 3 niveaux avec un 4ème niveau constructible (permis de construction existant) avec titre foncier. elle est composée de 24 pièces qui sont réparties comme suit: 10 double, 6 triple, 2 single, 2 suites (4 pièces double communicantes entre elles) une avec 4 lits et l'autre avec 5 lits. elle est située dans une zone très animée à proximité des restaurants, de grandes surfaces et surtout à 200 m² de la belle plage de boujâafar.",fr,78,4,0.429,0.086,pressante,0.306,0.214,0.0,aucun,0
2524,gammarth village bon emplacement a vendre terrain clôturé superficie :500 m² façade : 18.5 m profondeur : 27 m papier en règle prix : 1300  dt/m² pour plus d'informations veuillez contacter l'agence tunital immobilière  (00216)22704893 (whatsapp) / 71983000 nous serons là pour vous aider à faire le bon choix. quel que soit votre budget nous ferons de notre mieux pour vous servir. les visites sur rdv svp,tunisieannonce,0,,0,0.0,gammarth village bon emplacement a vendre terrain clôturé superficie :500 m² façade : 18.5 m profondeur : 27 m papier en règle prix : 1300 dt/m² pour plus d'informations veuillez contacter l'agence tunital immobilière (00216)22704893 (whatsapp) / 71983000 nous serons là pour vous aider à faire le bon choix. quel que soit votre budget nous ferons de notre mieux pour vous servir. les visites sur rdv svp,fr,67,4,0.391,0.078,pressante,0.365,0.255,0.0,aucun,0
2525,a vendre un terrain a montplaisir 820 m2 très belle emplacement avec titre blue pour vocation rez de chaussée et 3 étages prix 2 millions tel 98200723,tunisieannonce,0,,0,0.0,a vendre un terrain a montplaisir 820 m2 très belle emplacement avec titre blue pour vocation rez de chaussée et 3 étages prix 2 millions tel 98200723,fr,27,5,0.467,0.023,vague,0.438,0.197,0.0,aucun,0
2526,"propriétaire vous propose pour vos courts séjours dans la banlieu nord de tunis un  luxueux studio pour vos vacances cité les palmeraies idéalement situé transports à 8 min de la marsa sidi bousaied, carthage, la goulette 5 min de l'hypermarché carrefour des berges du lac 5 min de l'aéroport tout est à proximité : commerces, restaurants, fast food, clinique pharmacie. le studio  est  dans une nouvelle résidence de très haut standing gardée 24h/24h avec caméra de surveillance double ascenseur se composant d'un coin de séjour  avec canapé clic clac qui peut être converti à un lit double , un autre grand lit pour deux personnes ,kitchenette  richement équipée avec tous les ustensiles de cuisine, salle de bain et un grand balcon le studio est avec tout confort  équipé d'une machine à laver  climatiseur chauffage chauffage centrale microonde satellite tv lcd four wifi chaines françaises …. propreté et hygiène garanties loyer à partir de 70 dinars 25 euro par nuit pour plus d'information mer",tunisieannonce,0,,0,0.0,"propriétaire vous propose pour vos courts séjours dans la banlieu nord de tunis un luxueux studio pour vos vacances cité les palmeraies idéalement situé transports à 8 min de la marsa sidi bousaied, carthage, la goulette 5 min de l'hypermarché carrefour des berges du lac 5 min de l'aéroport tout est à proximité : commerces, restaurants, fast food, clinique pharmacie. le studio est dans une nouvelle résidence de très haut standing gardée 24h/24h avec caméra de surveillance double ascenseur se composant d'un coin de séjour avec canapé clic clac qui peut être converti à un lit double , un autre grand lit pour deux personnes ,kitchenette richement équipée avec tous les ustensiles de cuisine, salle de bain et un grand balcon le studio est avec tout confort équipé d'une machine à laver climatiseur chauffage chauffage centrale microonde satellite tv lcd four wifi chaines françaises . propreté et hygiène garanties loyer à partir de 70 dinars 25 euro par nuit pour plus d'information mer",fr,163,5,0.49,0.025,pressante,0.351,0.246,0.32,absence_prix_bien_cher,1
2530,ariana essoughra  : appartement s+2 meublé a  louer on  vous propose a la location un appartement s+2  jamais habité richement meublé  au 1 er  étage sans ascenseur dans une résidence  privée proche de toutes les commodités il se compose d': -  un salon - une cuisine équipée avec séchoir - une salle d'eau - deux chambres à coucher avec dressing - climatisation  chaud froid prix de la location : 1200 dinars disponible 1er juin 2026 possibilité de visite sur rendez-vous,tunisieannonce,0,,0,0.0,ariana essoughra : appartement s 2 meublé a louer on vous propose a la location un appartement s 2 jamais habité richement meublé au 1 er étage sans ascenseur dans une résidence privée proche de toutes les commodités il se compose d': - un salon - une cuisine équipée avec séchoir - une salle d'eau - deux chambres à coucher avec dressing - climatisation chaud froid prix de la location : 1200 dinars disponible 1er juin 2026 possibilité de visite sur rendez-vous,fr,82,3,0.25,0.1,vague,0.509,0.229,0.0,aucun,0
2531,"un superbe appartement s3, idéalement situé dans un quartier calme et recherché, à proximité de toutes les commodités. composition : une suite parentale avec salle de bain privative équipée d'une douche à l'italienne (cabine moderne) deux chambres à coucher spacieuses . une deuxième salle de bain indépendante. espace de vie : un salon lumineux avec de grandes baies vitrées accès direct à une agréable terrasse offrant une belle luminosité et un espace de détente . parfait pour une famille ou un couple cherchant confort et tranquillité.",tunisieannonce,0,,0,0.0,"un superbe appartement s3, idéalement situé dans un quartier calme et recherché, à proximité de toutes les commodités. composition : une suite parentale avec salle de bain privative équipée d'une douche à l'italienne (cabine moderne) deux chambres à coucher spacieuses . une deuxième salle de bain indépendante. espace de vie : un salon lumineux avec de grandes baies vitrées accès direct à une agréable terrasse offrant une belle luminosité et un espace de détente . parfait pour une famille ou un couple cherchant confort et tranquillité.",fr,86,5,0.638,0.032,pressante,0.337,0.236,0.0,aucun,0
2537,"bureau neuf sur av alain savary bureau très haut standing composé de 2 pièces à louer sur av principale alain savay (en face le ministère de l'agriculture et à coté de l'uib) 55 m2 tout équipé : climatisation, salle d'eau, kitchenette, etc. convient pour médecins (accueil et bureau) prix 1450 dinars/mois nets",tunisieannonce,0,,0,0.0,"bureau neuf sur av alain savary bureau très haut standing composé de 2 pièces à louer sur av principale alain savay (en face le ministère de l'agriculture et à coté de l'uib) 55 m2 tout équipé : climatisation, salle d'eau, kitchenette, etc. convient pour médecins (accueil et bureau) prix 1450 dinars/mois nets",fr,52,5,0.463,0.023,vague,0.393,0.177,0.32,absence_prix_bien_cher,1
2538,"a louer un luxueux appartement s+1 meublé dans une résidence gardée avec une vue mer possibilité location courte terme 150dt/nuit , 1000dt/sem tel 53029028",tunisieannonce,0,,0,0.0,"a louer un luxueux appartement s 1 meublé dans une résidence gardée avec une vue mer possibilité location courte terme 150dt/nuit , 1000dt/sem tel 53029028",fr,25,5,0.471,0.024,pressante,0.481,0.337,0.0,aucun,0
2539,"ennasr 2 : appartement s+1  a louer on  met à la location un appartement s+1 de haut standing au 4 eme etage avec double ascenseur dans une résidence sécurisée à ennasr 2 . il se compose d': - un salon avec balcon. - une kitchenette équipée. - une chambres à coucher avec dressing. - une salle d'eau. - climatisation, chauffage central. prix de location : 900 dt y compris frais de syndic plus fibre optique",tunisieannonce,0,,0,0.0,"ennasr 2 : appartement s 1 a louer on met à la location un appartement s 1 de haut standing au 4 eme etage avec double ascenseur dans une résidence sécurisée à ennasr 2 . il se compose d': - un salon avec balcon. - une kitchenette équipée. - une chambres à coucher avec dressing. - une salle d'eau. - climatisation, chauffage central. prix de location : 900 dt y compris frais de syndic plus fibre optique",fr,77,4,0.379,0.076,vague,0.405,0.182,0.0,aucun,0
2540,fond de commerce a vendre- khaznadar sur la route x surface : 100 m²  bien aménagé loyer : 1200 dt/mois open space tout commerce,tunisieannonce,0,,0,0.0,fond de commerce a vendre- khaznadar sur la route x surface : 100 m² bien aménagé loyer : 1200 dt/mois open space tout commerce,fr,24,5,0.324,0.016,fiable,0.282,0.014,0.0,aucun,0
2542,"situés au 2ème étage et 3ème étage bureaux standing tout neuf d'une superficie de 80 m² s+2 mis à la location . bureaux comprenant un salon , 2 chambres , salle d'eau et kitchenette, chauffage central .prix demandé 1000 dt infos et visite s'adresser à l'immobilière du lac h-sousse au +216 73 370 942 où +216 99 904 113 et +216 23 713 406.",tunisieannonce,0,,0,0.0,"situés au 2ème étage et 3ème étage bureaux standing tout neuf d'une superficie de 80 m² s 2 mis à la location . bureaux comprenant un salon , 2 chambres , salle d'eau et kitchenette, chauffage central .prix demandé 1000 dt infos et visite s'adresser à l'immobilière du lac h-sousse au 216 73 370 942 où 216 99 904 113 et 216 23 713 406.",fr,65,5,0.485,0.024,pressante,0.393,0.275,0.28,contacts_multiples,1
3872,à vendre demi hectares à tastour sur la route titré prix 20 mille dinars pour plus d'informations contacter 52 518 866,tunisieannonce,0,,0,0.0,à vendre demi hectares à tastour sur la route titré prix 20 mille dinars pour plus d'informations contacter 52 518 866,fr,21,1,0.629,0.566,pressante,0.35,0.245,0.0,aucun,0
2544,a louer un studio s+2 meublé pour courte ou longue durée se situe à proximité les commodités à boukornine. ☎ : 98 176 369,tunisieannonce,1,☎,0,0.0417,a louer un studio s 2 meublé pour courte ou longue durée se situe à proximité les commodités à boukornine. : 98 176 369,fr,24,1,0.418,0.376,pressante,0.454,0.318,0.0,aucun,0
2545,"lbb 012 b a louer à tunis belvédère un beau bureau open space de 60 m², de très haut standing situé dans un bel immeuble moderne composé d'une grande salle open space et d'une salle d'eau et d'une place de parking au sous-sol. loyer 1100 d le mois le bureau est doté de climatisation et l'immeuble dispose d'ascenseur. pour plus d'informations, merci de contacter notre agence m&f immo au 27 256 257",tunisieannonce,0,,0,0.0,"lbb 012 b a louer à tunis belvédère un beau bureau open space de 60 m², de très haut standing situé dans un bel immeuble moderne composé d'une grande salle open space et d'une salle d'eau et d'une place de parking au sous-sol. loyer 1100 d le mois le bureau est doté de climatisation et l'immeuble dispose d'ascenseur. pour plus d'informations, merci de contacter notre agence m f immo au 27 256 257",fr,73,5,0.533,0.027,pressante,0.314,0.22,0.32,absence_prix_bien_cher,1
2546,"à louer une maison s+3 située à megrine. composée de 3 chambres, un salon, une cuisine, et une salle de bain. son emplacement est calme et résidentiel. loyer mensuel : 1200 dt contacter le 53 33 85 15 le whatsapp 97 72 90 08",tunisieannonce,0,,0,0.0,"à louer une maison s 3 située à megrine. composée de 3 chambres, un salon, une cuisine, et une salle de bain. son emplacement est calme et résidentiel. loyer mensuel : 1200 dt contacter le 53 33 85 15 le whatsapp 97 72 90 08",fr,45,4,0.355,0.071,fiable,0.408,0.02,0.0,aucun,0
2548,"la maison de l'immobilier vous propose à la vente un immeuble inachevé, idéalement situé sur une artère principale à fort passage commercial aux berges du lac 2. cet immeuble de 4 niveaux totalise une superficie couverte de 3700 m², sur un terrain de 2090 m². il offre un fort potentiel pour divers types d'aménagements et d'activités commerciales. caractéristiques : rez-de-chaussée : un open space en double hauteur. niveaux 1 à 3 : chaque étage abrite un open space modulable, offrant une grande flexibilité pour l'aménagement. sous-sol : 55 places de parking 2 locaux poubelles l'immeuble bénéficie d'un emplacement stratégique, avec une grande visibilité et un fort potentiel de développement. il offre diverses possibilités d'aménagement pour des bureaux, commerces ou autres activités professionnelles. pour plus d'informations ou pour organiser une visite, n'hésitez pas à nous contacter.",tunisieannonce,0,,0,0.0,"la maison de l'immobilier vous propose à la vente un immeuble inachevé, idéalement situé sur une artère principale à fort passage commercial aux berges du lac 2. cet immeuble de 4 niveaux totalise une superficie couverte de 3700 m², sur un terrain de 2090 m². il offre un fort potentiel pour divers types d'aménagements et d'activités commerciales. caractéristiques : rez-de-chaussée : un open space en double hauteur. niveaux 1 à 3 : chaque étage abrite un open space modulable, offrant une grande flexibilité pour l'aménagement. sous-sol : 55 places de parking 2 locaux poubelles l'immeuble bénéficie d'un emplacement stratégique, avec une grande visibilité et un fort potentiel de développement. il offre diverses possibilités d'aménagement pour des bureaux, commerces ou autres activités professionnelles. pour plus d'informations ou pour organiser une visite, n'hésitez pas à nous contacter.",fr,135,4,0.441,0.088,vague,0.417,0.188,0.0,aucun,0
2551,"le patio immobilier tunisie propose à la location un appartement s+1 avec jardin au lac 2 composition : salon donnant sur le jardin cuisine entièrement équipée : plaque de cuisson, hotte, four, lave-vaisselle séchoir chambre à coucher avec dressing salle de bain avec jacuzzi équipements : climatisation split chauffage central place de parking en sous-sol détails supplémentaires : superficie : 100 m² (rez-de-chaussée) jardin : 20 m² loyer : 1 650 dt",tunisieannonce,0,,0,0.0,"le patio immobilier tunisie propose à la location un appartement s 1 avec jardin au lac 2 composition : salon donnant sur le jardin cuisine entièrement équipée : plaque de cuisson, hotte, four, lave-vaisselle séchoir chambre à coucher avec dressing salle de bain avec jacuzzi équipements : climatisation split chauffage central place de parking en sous-sol détails supplémentaires : superficie : 100 m² (rez-de-chaussée) jardin : 20 m² loyer : 1 650 dt",fr,73,4,0.471,0.094,fiable,0.358,0.018,0.0,aucun,0
2552,"a vendre un terrain agricole sur une route principale mc27 reliant nabeul vers korba avant tazarka   d'une superficie de 5160 avec une façade de 50 m et  un titre foncier individuel des équipements agricoles,  maison,  puit , électricité ,   le terrain comporte 68 pieds d'oliviers et terrain nu bien entretenu .",tunisieannonce,0,,0,0.0,"a vendre un terrain agricole sur une route principale mc27 reliant nabeul vers korba avant tazarka d'une superficie de 5160 avec une façade de 50 m et un titre foncier individuel des équipements agricoles, maison, puit , électricité , le terrain comporte 68 pieds d'oliviers et terrain nu bien entretenu .",fr,51,4,0.45,0.09,pressante,0.373,0.261,0.0,aucun,0
2553,"a louer un open space avec des bureaux de  haut standing jamais utilisé avec deux  kitchenettes , 4 points d'eau , 2 salles serveur, fibre optique , climatisation centrale samsung, luminaires led , sécurisés, double ascenseur , caméra de surveillance, . gardien jour et nuit .",tunisieannonce,0,,0,0.0,"a louer un open space avec des bureaux de haut standing jamais utilisé avec deux kitchenettes , 4 points d'eau , 2 salles serveur, fibre optique , climatisation centrale samsung, luminaires led , sécurisés, double ascenseur , caméra de surveillance, . gardien jour et nuit .",fr,46,5,0.532,0.027,vague,0.422,0.19,0.32,absence_prix_bien_cher,1
2568,"ketata.immo, met en location à la zone industrielle de mghira1, dans un immeuble bureautique, un spacieux  bureau de 165 m2 en h+4, premier étage. composé d'un grand hall et   4 grands bureaux bien éclairés le bureau de direction avec salle d'eau. kitchenette et une sde commune. chauffage central et climatisation. loyer : 1700 dinars /mois en hors taxe. pour visite contacter le conseiller en immobilier mr ketata chafik au 56 16 80 17",tunisieannonce,0,,0,0.0,"ketata.immo, met en location à la zone industrielle de mghira1, dans un immeuble bureautique, un spacieux bureau de 165 m2 en h 4, premier étage. composé d'un grand hall et 4 grands bureaux bien éclairés le bureau de direction avec salle d'eau. kitchenette et une sde commune. chauffage central et climatisation. loyer : 1700 dinars /mois en hors taxe. pour visite contacter le conseiller en immobilier mr ketata chafik au 56 16 80 17",fr,74,5,0.494,0.025,vague,0.403,0.181,0.0,aucun,0
2556,"notre agence al amen met pour la vente une maison du spacieux surface , la maison composé d'une salon, deux chambres sapacieux a coucher, salle de bains et cuisine et hall, avec une grande superficie autours la maison peux aménager comme une jardin, avec de bon voisinage, quartier calme et proches de tous commodités  la poste, la municipalité, l'hopital, l'école le prix de la maison c'ést une occasion le prix 110000dt vente comptant pour plus d'info contacter nous sur 20588010",tunisieannonce,0,,0,0.0,"notre agence al amen met pour la vente une maison du spacieux surface , la maison composé d'une salon, deux chambres sapacieux a coucher, salle de bains et cuisine et hall, avec une grande superficie autours la maison peux aménager comme une jardin, avec de bon voisinage, quartier calme et proches de tous commodités la poste, la municipalité, l'hopital, l'école le prix de la maison c'ést une occasion le prix 110000dt vente comptant pour plus d'info contacter nous sur 20588010",fr,80,5,0.563,0.028,pressante,0.413,0.289,0.0,aucun,0
2557,krout immo vous propose la location d'un studio s1 près école privée hannibal manar1 dans une résidence calme et sécurisée avec place parking privée tel 96 851 947 pour plus d'informations frais de visite 30dt,tunisieannonce,0,,0,0.0,krout immo vous propose la location d'un studio s1 près école privée hannibal manar1 dans une résidence calme et sécurisée avec place parking privée tel 96 851 947 pour plus d'informations frais de visite 30dt,fr,35,5,0.435,0.022,pressante,0.465,0.326,0.68,frais_visite,1
2558,"25000 mètre carré couvert 900 m² 9chambres  luxe deux appartements privées luxe open space.capacités 30 personnes  cuisine pro équipé  studio pour gardien  parking  22 caméra de surveillance  sondage ,des plante et des arbres, espace de jeux pour enfants.les papiers en règle.",tunisieannonce,0,,0,0.0,"25000 mètre carré couvert 900 m² 9chambres luxe deux appartements privées luxe open space.capacités 30 personnes cuisine pro équipé studio pour gardien parking 22 caméra de surveillance sondage ,des plante et des arbres, espace de jeux pour enfants.les papiers en règle.",fr,41,5,0.451,0.023,vague,0.415,0.187,0.0,aucun,0
2559,"situés au 4ème étage ascenseur  immeuble du côté clinique essalem à sousse 2 bureaux standing  s plus 2 , 80 m²  chaque appt mis à la location comprenant un salon  2 pièces salle d'eau  parking au sous sol prix demandé 1300 dt par mois et par bureau  infos et visite s'adresser à l'immobilière du lac h sousse au +216 73 370 942 où +216 99 904 113 et +216 23 713 406",tunisieannonce,0,,0,0.0,"situés au 4ème étage ascenseur immeuble du côté clinique essalem à sousse 2 bureaux standing s plus 2 , 80 m² chaque appt mis à la location comprenant un salon 2 pièces salle d'eau parking au sous sol prix demandé 1300 dt par mois et par bureau infos et visite s'adresser à l'immobilière du lac h sousse au 216 73 370 942 où 216 99 904 113 et 216 23 713 406",fr,72,5,0.37,0.019,pressante,0.411,0.288,0.28,contacts_multiples,1
2560,"l'agence immobilière goodlife vous propose à la vente un bel appartement, situé au rdc d'une résidence à chotrana 2, avec une superficie couverte de 250 m² et un jardin de 150m². il est composé d'un salon qui s'ouvre sur un jardin privé, une cuisine  équipée d'une plaque, hotte,four,micro-onde et lave-vaisselle, une salle de bain et 3 chambres dont une suite parentale. une salle d'eau pour invités,une chambre de service et un séjour. 2 places de parking au sous-sol et un cellier. l'appartement dispose d'une installation photovoltaïque la résidence propose une gamme d'équipements haut de gamme, notamment un sauna, une salle de sport entièrement équipée, piscine et une installation photovoltaïque. pour une visite veuillez contacter chema sellami au 29924040. année 2017 cellier 30m² domotique",tunisieannonce,0,,0,0.0,"l'agence immobilière goodlife vous propose à la vente un bel appartement, situé au rdc d'une résidence à chotrana 2, avec une superficie couverte de 250 m² et un jardin de 150m². il est composé d'un salon qui s'ouvre sur un jardin privé, une cuisine équipée d'une plaque, hotte,four,micro-onde et lave-vaisselle, une salle de bain et 3 chambres dont une suite parentale. une salle d'eau pour invités,une chambre de service et un séjour. 2 places de parking au sous-sol et un cellier. l'appartement dispose d'une installation photovoltaïque la résidence propose une gamme d'équipements haut de gamme, notamment un sauna, une salle de sport entièrement équipée, piscine et une installation photovoltaïque. pour une visite veuillez contacter chema sellami au 29924040. année 2017 cellier 30m² domotique",fr,123,5,0.474,0.024,pressante,0.515,0.361,0.32,absence_prix_bien_cher,1
2562,a louer pour courte durée en face clinique les jasmin pour le mois de ramadan 70d par nuit,tunisieannonce,0,,0,0.0,a louer pour courte durée en face clinique les jasmin pour le mois de ramadan 70d par nuit,fr,18,3,0.362,0.145,fiable,0.431,0.022,0.0,aucun,0
2563,.a louer bureau au mourouj 3 au 2eme etage se compose: #d' une chambre #un salon #une kitchinette et sw #emplacement sur le route principale et en face de station de metro. pour plus de renseignements vous pouvez nous joindre au 98589503 ou au 53375338 agence immo,tunisieannonce,0,,0,0.0,.a louer bureau au mourouj 3 au 2eme etage se compose: d' une chambre un salon une kitchinette et sw emplacement sur le route principale et en face de station de metro. pour plus de renseignements vous pouvez nous joindre au 98589503 ou au 53375338 agence immo,fr,47,4,0.28,0.056,pressante,0.347,0.243,0.0,aucun,0
2566,"a louer un appartement a ezahra s+2 haut standing avec chauffage central bien équiper , climatiser , proche de toute commodité , restau , clinique , banque ,salon de the  dans une résidence bien gardée et sécuriser , pas de frais d'agence ni autre frais en sus , hygiène et propreté sont garantie . prix de la nuitée 100dt tel 23248600",tunisieannonce,0,,0,0.0,"a louer un appartement a ezahra s 2 haut standing avec chauffage central bien équiper , climatiser , proche de toute commodité , restau , clinique , banque ,salon de the dans une résidence bien gardée et sécuriser , pas de frais d'agence ni autre frais en sus , hygiène et propreté sont garantie . prix de la nuitée 100dt tel 23248600",fr,62,5,0.546,0.027,pressante,0.359,0.252,0.0,aucun,0
2567,"situé au 3éme étage de la résidence monte-carlo , appartement s+4 standing ,spacieux d'une superficie de 220 m² . appartement pieds dans l'eau comprenant un salon ,salle à manger ,1 suite parents ( salle de bain +dressing) 3 chambres dressings ,salle de bain ,grande cuisine agencée équipée , salle d'eau ,terrasses vue frontale sur mer ,chauffage central et climatisation par split, 2 places de parking au sous-sol .prix 870 000 dt négociable infos et visite s'adresser à l'immobilière du lac h-sousse au 00216 73 370 942 où 00 216 99 904 113 et 00 216 23 713 406.",tunisieannonce,0,,0,0.0,"situé au 3éme étage de la résidence monte-carlo , appartement s 4 standing ,spacieux d'une superficie de 220 m² . appartement pieds dans l'eau comprenant un salon ,salle à manger ,1 suite parents ( salle de bain dressing) 3 chambres dressings ,salle de bain ,grande cuisine agencée équipée , salle d'eau ,terrasses vue frontale sur mer ,chauffage central et climatisation par split, 2 places de parking au sous-sol .prix 870 000 dt négociable infos et visite s'adresser à l'immobilière du lac h-sousse au 00216 73 370 942 où 00 216 99 904 113 et 00 216 23 713 406.",fr,99,5,0.497,0.025,fiable,0.334,0.017,0.28,contacts_multiples,1
