property_id,source_name,region_norm,anomaly_score,is_anomaly,fraud_score,fraud_flags,regional_context,model_version
tunisieannonce_788f2fdc68c1,tunisieannonce,tunis,-0.0074,True,53.7,"[""no_images_high_price""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_780c217c7b38,tunisieannonce,tunis,0.1544,False,4.36,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_77f3e222bd16,tunisieannonce,tunis,0.1689,False,3.3,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_788c1a5538de,tunisieannonce,tunis,0.1526,False,4.51,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_77d6797dfecd,tunisieannonce,tunis,0.1593,False,3.97,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_77d3f8adda96,tunisieannonce,tunis,0.1692,False,3.28,"[""suspected_test_price""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_791139101f69,tunisieannonce,tunis,0.1776,False,2.79,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_797fd6c9d053,tunisieannonce,tunis,0.1714,False,3.14,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_7893564b2e7b,tunisieannonce,tunis,0.1626,False,3.73,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_78f0e9cb237d,tunisieannonce,tunis,0.0943,False,13.18,"[""no_images_high_price""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_78992835ae97,tunisieannonce,tunis,0.1601,False,3.91,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_78bc2bc50481,tunisieannonce,tunis,0.1854,False,2.39,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_7a06d1bd650a,tunisieannonce,tunis,0.1232,False,7.84,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_79fcebcbed5f,tunisieannonce,tunis,0.1728,False,3.06,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_79fb3130ad55,tunisieannonce,tunis,0.098,False,12.34,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_79e69a17c84d,tunisieannonce,tunis,0.1646,False,3.59,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_7a228c70aba6,tunisieannonce,tunis,0.1738,False,3.0,"[""no_images_high_price""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_79ea68ea9d71,tunisieannonce,tunis,0.1486,False,4.87,"[""no_images_high_price""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_7d51cf844b1f,tunisieannonce,tunis,0.0881,False,14.67,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_798c505047d2,tunisieannonce,tunis,0.186,False,2.37,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_79cc9ccd4519,tunisieannonce,tunis,0.1075,False,10.44,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_7a762aed8f6c,tunisieannonce,tunis,0.0937,False,13.3,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_7f4b9561e3f5,tunisieannonce,tunis,0.1452,False,5.2,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_7ab9396ade75,tunisieannonce,tunis,0.1682,False,3.35,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_7abfb2fb8f20,tunisieannonce,tunis,0.1611,False,3.84,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_7aa095e6319a,tunisieannonce,tunis,0.1327,False,6.57,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_7a8d02abe76b,tunisieannonce,tunis,0.11,False,9.97,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_84793424cd7f,tunisieannonce,tunis,0.1594,False,3.96,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_7a775a0c30b5,tunisieannonce,tunis,0.1146,False,9.18,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_7a538b426c54,tunisieannonce,tunis,0.0946,False,13.1,"[""no_images_high_price""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_7b89280925ae,tunisieannonce,tunis,0.1817,False,2.57,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_7b84bd1ab71f,tunisieannonce,tunis,0.1853,False,2.4,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_7b3ca2e23885,tunisieannonce,tunis,0.1343,False,6.38,"[""no_images_high_price""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_7beb81cb3304,tunisieannonce,tunis,0.1512,False,4.64,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_7bf6fe61a509,tunisieannonce,tunis,0.1863,False,2.35,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_8dcab4e101dc,tunisieannonce,tunis,0.1736,False,3.01,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_7b80f613901f,tunisieannonce,tunis,0.1389,False,5.85,"[""no_images_high_price""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_7c4a902acb27,tunisieannonce,tunis,0.1028,False,11.34,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_7c5912db7d14,tunisieannonce,tunis,0.1379,False,5.96,"[""no_images_high_price""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_7c0c47530a05,tunisieannonce,tunis,0.1683,False,3.34,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_7c11adaffe36,tunisieannonce,tunis,0.134,False,6.41,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_7c8da9611189,tunisieannonce,tunis,0.1387,False,5.88,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_7c2d70a3b0bf,tunisieannonce,tunis,0.1594,False,3.96,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_7c9ee6699fda,tunisieannonce,tunis,0.1773,False,2.8,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_7c2711b16493,tunisieannonce,tunis,0.1208,False,8.2,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_7bf989f82969,tunisieannonce,tunis,0.0815,False,16.37,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_7d0ebff84e0d,tunisieannonce,tunis,0.1085,False,10.25,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_7cd4df13678a,tunisieannonce,tunis,0.0728,False,18.92,"[""no_images_high_price""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_7cb17619ce84,tunisieannonce,tunis,0.1455,False,5.17,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_7cf0ceca918f,tunisieannonce,tunis,0.1489,False,4.85,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_7cc16dde4f17,tunisieannonce,tunis,0.0637,False,21.87,"[""no_images_high_price""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_7d7d0ed8a93e,tunisieannonce,tunis,0.1347,False,6.34,"[""no_images_high_price""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_7d0c08c38ff6,tunisieannonce,tunis,0.1232,False,7.84,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_7dbd23376097,tunisieannonce,tunis,0.1649,False,3.56,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_7d6a1a2c4853,tunisieannonce,tunis,0.1179,False,8.64,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_7d79ddad196f,tunisieannonce,tunis,0.0886,False,14.52,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_7d7784d1a686,tunisieannonce,tunis,0.1662,False,3.48,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_7dae5e008bde,tunisieannonce,tunis,0.1838,False,2.47,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_a520b9c9eb33,tunisieannonce,tunis,0.1586,False,4.03,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_7dfbf73883be,tunisieannonce,tunis,0.0765,False,17.81,"[""no_images_high_price""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_7decb3699308,tunisieannonce,tunis,0.1458,False,5.14,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_7e47adee27c8,tunisieannonce,tunis,0.1806,False,2.63,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_7e6879a856b4,tunisieannonce,tunis,0.0847,False,15.54,"[""no_images_high_price""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_7de79e11ab6b,tunisieannonce,tunis,0.1508,False,4.67,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_7e09d5397342,tunisieannonce,tunis,0.1767,False,2.84,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_7ebaf3d69904,tunisieannonce,tunis,0.1529,False,4.49,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_7e9ca4440610,tunisieannonce,tunis,0.1568,False,4.17,"[""no_images_high_price""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_7ec8ca7712bc,tunisieannonce,tunis,0.1727,False,3.06,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_7fb16a1d4ab8,tunisieannonce,tunis,0.0834,False,15.87,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_7ec2f003ab9b,tunisieannonce,tunis,0.1598,False,3.93,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_7e93d024fbe4,tunisieannonce,tunis,0.1866,False,2.34,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_7eeb99db1213,tunisieannonce,tunis,0.116,False,8.95,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_7ea4be7ff5a3,tunisieannonce,tunis,0.0964,False,12.7,"[""extreme_price_per_m2""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_7eaf1e9c724c,tunisieannonce,tunis,0.1674,False,3.39,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_7fd2337dec78,tunisieannonce,tunis,0.1786,False,2.74,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_7f16b0f254bd,tunisieannonce,tunis,0.1037,False,11.16,"[""no_images_high_price""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_7fa50165fa09,tunisieannonce,tunis,0.1783,False,2.75,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_7f2a3a50c5b7,tunisieannonce,tunis,0.1443,False,5.28,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_800c00dfef47,tunisieannonce,tunis,0.1525,False,4.52,"[""no_images_high_price""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_7fe9ef5fde5a,tunisieannonce,tunis,0.1813,False,2.59,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_8048591bcb8e,tunisieannonce,tunis,0.1573,False,4.12,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_8037dc0bb4ee,tunisieannonce,tunis,0.0099,False,45.08,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_803f9990c073,tunisieannonce,tunis,0.14,False,5.73,"[""no_images_high_price""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_80363653634f,tunisieannonce,tunis,0.059,False,23.5,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_8093ec5f19ec,tunisieannonce,tunis,0.1726,False,3.07,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_809daed0e783,tunisieannonce,tunis,0.0256,False,37.48,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_80432ccca63f,tunisieannonce,tunis,0.1404,False,5.69,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_948042d1340d,tunisieannonce,tunis,0.1086,False,10.24,"[""no_images_high_price""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_8129b0d64191,tunisieannonce,tunis,0.1756,False,2.9,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_81116f7aa8cb,tunisieannonce,tunis,0.1587,False,4.02,"[""no_images_high_price""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_815de63384c1,tunisieannonce,tunis,0.174,False,2.99,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_812b0109affa,tunisieannonce,tunis,0.1772,False,2.81,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_9a5fb26392f1,tunisieannonce,tunis,0.0795,False,16.95,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_80fea7b4c739,tunisieannonce,tunis,0.1607,False,3.86,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_81335960e149,tunisieannonce,tunis,0.152,False,4.56,"[""no_images_high_price""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_81a8512d229c,tunisieannonce,tunis,0.1009,False,11.73,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_822a15f7a6c6,tunisieannonce,tunis,0.16,False,3.92,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_8229c53c7302,tunisieannonce,tunis,0.0859,False,15.22,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_819b33037b31,tunisieannonce,tunis,0.1186,False,8.53,"[""no_images_high_price""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_81d279a00d73,tunisieannonce,tunis,0.1621,False,3.76,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_8223f049a047,tunisieannonce,tunis,0.1496,False,4.78,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_81ac39c222f9,tunisieannonce,tunis,0.1378,False,5.98,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_81b1504d787c,tunisieannonce,tunis,0.1346,False,6.34,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_9bf77edccea1,tunisieannonce,tunis,0.1587,False,4.01,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_82e40191ff9b,tunisieannonce,tunis,0.0604,False,22.99,"[""extreme_price_per_m2""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_828618fc4ee0,tunisieannonce,tunis,0.1816,False,2.58,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_827cbe0e65a8,tunisieannonce,tunis,0.1426,False,5.46,"[""no_images_high_price""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_8296d82b539b,tunisieannonce,tunis,0.1403,False,5.7,"[""suspected_test_price""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_83257c9dd49c,tunisieannonce,tunis,0.1277,False,7.21,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_826db0a31866,tunisieannonce,tunis,0.1073,False,10.46,"[""no_images_high_price""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_82a862572c4c,tunisieannonce,tunis,0.1587,False,4.02,"[""no_images_high_price""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_82feae374ea3,tunisieannonce,tunis,0.1117,False,9.68,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_84211b99923c,tunisieannonce,tunis,0.1722,False,3.1,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_831c1aa086ef,tunisieannonce,tunis,0.1677,False,3.38,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_83db409cce41,tunisieannonce,tunis,0.1638,False,3.64,"[""suspected_test_price""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_83b23204a682,tunisieannonce,tunis,0.0569,False,24.28,"[""no_images_high_price""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_841fd55b3173,tunisieannonce,tunis,0.1547,False,4.33,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_83613355b3d4,tunisieannonce,tunis,0.1731,False,3.04,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_837057e4cd47,tunisieannonce,tunis,0.1558,False,4.25,"[""no_images_high_price""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_8475bcb09134,tunisieannonce,tunis,0.1874,False,2.3,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_848847620f7b,tunisieannonce,tunis,0.0574,False,24.08,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_8481f6d5b02a,tunisieannonce,tunis,0.0774,False,17.53,"[""no_images_high_price""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_8468ee84213e,tunisieannonce,tunis,0.0699,False,19.8,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_84cf412a14a4,tunisieannonce,tunis,0.1771,False,2.81,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_84d0d122bd71,tunisieannonce,tunis,0.094,False,13.24,"[""no_images_high_price""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_85313dc902ee,tunisieannonce,tunis,-0.0542,True,74.72,"[""no_images_high_price"", ""extreme_price_per_m2""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_853885c0452f,tunisieannonce,tunis,0.0606,False,22.95,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_85203899d2ba,tunisieannonce,tunis,0.1679,False,3.36,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_85d8baa246f9,tunisieannonce,tunis,0.1199,False,8.33,"[""no_images_high_price""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_84e1f13b050d,tunisieannonce,tunis,0.1701,False,3.23,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_8546e79d524b,tunisieannonce,tunis,0.0682,False,20.36,"[""no_images_high_price""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_8515bff1c3c4,tunisieannonce,tunis,0.1376,False,6.0,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_8609c17d67eb,tunisieannonce,tunis,0.1598,False,3.93,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_85a94198be85,tunisieannonce,tunis,0.1794,False,2.69,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_8564f181f131,tunisieannonce,tunis,0.1316,False,6.71,"[""no_images_high_price""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_859dd19be4f3,tunisieannonce,tunis,0.1453,False,5.19,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_860b0b30da10,tunisieannonce,tunis,0.1627,False,3.72,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_85adb0e0516c,tunisieannonce,tunis,0.1577,False,4.09,"[""no_images_high_price""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_85ec01a8ade0,tunisieannonce,tunis,0.1776,False,2.79,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_86013a22675c,tunisieannonce,tunis,0.1782,False,2.75,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_86bcea137980,tunisieannonce,tunis,-0.013,True,56.45,"[""no_images_high_price"", ""extreme_price_per_m2"", ""price_too_high_for_region""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_868e60465a7f,tunisieannonce,tunis,0.1549,False,4.32,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_869be450ed80,tunisieannonce,tunis,0.1808,False,2.62,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_8637c6490098,tunisieannonce,tunis,0.1477,False,4.96,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_8880941cfe46,tunisieannonce,tunis,0.1644,False,3.6,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_86458a4f1c52,tunisieannonce,tunis,-0.0892,True,85.61,"[""no_images_high_price"", ""extreme_price_per_m2""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_8629b28d0355,tunisieannonce,tunis,0.0982,False,12.3,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_861db9688a1f,tunisieannonce,tunis,0.1539,False,4.41,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_86bd92e2fc11,tunisieannonce,tunis,0.1817,False,2.57,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_871e0dbe9345,tunisieannonce,tunis,0.1149,False,9.12,"[""suspected_test_price""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_87330f525e0a,tunisieannonce,tunis,0.1774,False,2.8,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_86c4041f4eaf,tunisieannonce,tunis,0.1712,False,3.15,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_86ea8c1cb641,tunisieannonce,tunis,0.1217,False,8.06,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_87ec946d8e04,tunisieannonce,tunis,0.1441,False,5.3,"[""no_images_high_price""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_8757ed6fac95,tunisieannonce,tunis,0.1161,False,8.93,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_86f69a861aa0,tunisieannonce,tunis,0.1532,False,4.46,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_87d39534c936,tunisieannonce,tunis,0.1709,False,3.18,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_87ee5f5f7d46,tunisieannonce,tunis,0.1504,False,4.71,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_89c93c933e1b,tunisieannonce,tunis,0.092,False,13.7,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_87acbbb2c2e9,tunisieannonce,tunis,0.1522,False,4.55,"[""no_images_high_price""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_877b557a870b,tunisieannonce,tunis,0.0241,False,38.18,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_87662a983eb3,tunisieannonce,tunis,0.035,False,33.16,"[""no_images_high_price""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_87e4874badf0,tunisieannonce,tunis,0.0655,False,21.24,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_a5fc98869edc,tunisieannonce,tunis,0.1312,False,6.76,"[""no_images_high_price""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_87ea4fe80ec3,tunisieannonce,tunis,0.0452,False,28.82,"[""no_images_high_price""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_88ce9fb538cc,tunisieannonce,tunis,0.1276,False,7.22,"[""no_images_high_price""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_881f1953cd75,tunisieannonce,tunis,0.0329,False,34.12,"[""extreme_price_per_m2""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_883c1565cc68,tunisieannonce,tunis,0.1595,False,3.95,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_88093a67568f,tunisieannonce,tunis,0.1779,False,2.77,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_88193dcf4800,tunisieannonce,tunis,0.1865,False,2.34,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_89d6c97077d4,tunisieannonce,tunis,0.1345,False,6.35,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_88088d9994eb,tunisieannonce,tunis,0.1779,False,2.77,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_890ba8f5bb3b,tunisieannonce,tunis,0.0737,False,18.63,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_893db027f0c5,tunisieannonce,tunis,0.0603,False,23.05,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_892d42cceb5e,tunisieannonce,tunis,0.1489,False,4.84,"[""no_images_high_price""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_89106cc7c06a,tunisieannonce,tunis,0.148,False,4.93,"[""no_images_high_price""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_88d2a74e3671,tunisieannonce,tunis,0.1385,False,5.89,"[""no_images_high_price""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_891fe49a143e,tunisieannonce,tunis,0.177,False,2.82,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_8937f5642c0c,tunisieannonce,tunis,0.1553,False,4.29,"[""no_images_high_price""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_88ed4f59c425,tunisieannonce,tunis,0.175,False,2.93,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_89e1e9033938,tunisieannonce,tunis,0.1362,False,6.16,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_89cac1f25bd5,tunisieannonce,tunis,0.1244,False,7.68,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_89bf7c780375,tunisieannonce,tunis,0.1797,False,2.68,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_89e803673868,tunisieannonce,tunis,0.1187,False,8.51,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_89c4db936c72,tunisieannonce,tunis,0.1617,False,3.79,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_898c3c8189af,tunisieannonce,tunis,0.1736,False,3.01,"[""no_images_high_price""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_89f0ddba6e21,tunisieannonce,tunis,0.1859,False,2.37,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_89f410a7a757,tunisieannonce,tunis,0.1588,False,4.01,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_8ae134bc6106,tunisieannonce,tunis,-0.0445,True,70.9,"[""no_images_high_price"", ""extreme_price_per_m2""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_8a5ca8028c2c,tunisieannonce,tunis,0.0762,False,17.89,"[""no_images_high_price"", ""price_too_high_for_region""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_a5954dca440b,tunisieannonce,tunis,0.1855,False,2.39,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_8a45f7645162,tunisieannonce,tunis,0.065,False,21.43,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_8a07ad8e0de4,tunisieannonce,tunis,0.0784,False,17.26,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_8c8226292ad2,tunisieannonce,tunis,0.1772,False,2.81,[],"{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_8a59981e3dbf,tunisieannonce,tunis,0.1538,False,4.41,"[""no_images_high_price""]","{""model_used"": ""tunis""}",isolation_forest_v2
tunisieannonce_8ba64f73bb87,tunisieannonce,tunis,0.0328,False,34.15,"[""no_images_high_price""]","{""model_used"": ""tunis""}",isolation_forest_v2
