property_id,source_name,price,surface,rooms,city,region,zone,municipalite,transaction_type,type,latitude,longitude,features,reliability_score,reliability_level,model_weight,is_outlier,suspected_duplicate,scraped_at
tunisieannonce_104b143e6900,tunisieannonce,35000.0,300.0,,Jemna,TUNIS,north,Jebel Jelloud,Sale,Land,36.7667,10.1833,attestation de propriété|papiers en règle|sableux|terrain|zone calme,85,HIGH,0.0,False,,
tunisieannonce_105c1d87f56d,tunisieannonce,620000.0,500.0,,Ben Arous,TUNIS,north,Ben Arous,Sale,Villa,36.745,10.225,1er etage non fini|battie|emplacement pour investissements commerciaux|iVEStissements commerciales|pres du marché 7ay el2skan|rez de chaussé|surface,85,HIGH,0.0,False,,
tunisieannonce_1025f07c4d95,tunisieannonce,5000.0,600.0,8,Mutuelle Ville,TUNIS,north,Jebel Jelloud,Rent,Commercial,36.7667,10.1833,abri_pour_2_voitures|chambres_a_coucher|chauffage central|chauffage_central|climatisation|cuisine|garage|grand_jardin|jardin|patio|salle_a_Manger|salle_d'eau_invites|salle_de_bain|salon|sejour|suite_parentale|villa,85,HIGH,0.0,False,,
tunisieannonce_8ce4efbdcfc0,tunisieannonce,850000.0,400.0,,Oued Ellil,TUNIS,north,Oued Ellil,Sale,Land,36.8311,10.0347,terrain,85,HIGH,0.0,False,,
tunisieannonce_0ff9a830ac93,tunisieannonce,275000.0,550.0,,Ariana,TUNIS,north,Ariana Ville,Sale,Land,36.866011,10.193923,accessibilité|environnement|orientation|surface_area|terrain|valorisation|visibilité,85,HIGH,0.0,False,,
tunisieannonce_10caa8390bb7,tunisieannonce,150000.0,1000.0,,Hammamet,TUNIS,north,Hammamet,Sale,Land,36.4,10.6167,eau|terrain|villas|zone calme|électricité,85,HIGH,0.0,False,,
tunisieannonce_10ca50d82497,tunisieannonce,2300.0,140.0,3,Cite Ennasr 2,TUNIS,north,Jebel Jelloud,Rent,Other,36.7667,10.1833,chauffage central|climatisation|meuble|meublé|parking|parking sous sol|wb4364,85,HIGH,0.0,False,,
tunisieannonce_10da5f231851,tunisieannonce,2300.0,2025.0,2,Jardins De Carthage,TUNIS,north,Carthage,Rent,Apartment,36.8536,10.3256,ascenseur|balcon|cellier|jardin|parking|place de parking|séchoir,85,HIGH,0.0,False,,
tunisieannonce_10a924a36ad8,tunisieannonce,36000.0,300.0,,Essalloum,TUNIS,north,Jebel Jelloud,Sale,Land,36.7667,10.1833,300m2|cote des villas haute standing|côte mer|haut standing|piscine|terrain nu|usage habitation|zone touristique,85,HIGH,0.0,False,,
tunisieannonce_10df09937a99,tunisieannonce,1700.0,89.0,4,Zone Urbaine Nord,TUNIS,north,Jebel Jelloud,Sale,Commercial,36.7667,10.1833,bureau|bureau du pdg|chauffage central|climatisation|climatisation centralisée|espace pour secrétaire|h+3|hall|meuble|salle dattente|salle deau|salle deau privée,85,HIGH,0.0,True,,
tunisieannonce_10b0ed26f13b,tunisieannonce,6500.0,600.0,2,Marsa Ennassim,TUNIS,north,Jebel Jelloud,Rent,Villa,36.7667,10.1833,chambre de service|chambres à coucher|chauffage|cheminé|climatisation|cuisine|garage|jardin|jardin gazonné|open space|patio|piscine|salle d'eau avec cabine de douche|salle d'eau invités|salon|suite parentale|séjour,85,HIGH,0.0,False,,
tunisieannonce_10d7dc8f26ea,tunisieannonce,986000.0,158.0,3,Chotrana 1,TUNIS,north,Jebel Jelloud,Sale,Villa,36.7667,10.1833,air conditioning|climatisation|garden|heating|jardin|parking|piscine|pool|terrasse,95,HIGH,0.0,False,,
tunisieannonce_10e04a58eaa3,tunisieannonce,390000.0,123.0,3,Riadh Landlous,TUNIS,north,Jebel Jelloud,Sale,Apartment,36.7667,10.1833,appartements s+3|balcon|chauffage central|climatisation|cuisine équipée avec séchoir direct|gardée et sécurisée|haut standing|parking|place de parking au sous-sol|proche de toutes commodités|résidence r+2|suite parentale avec salle de douche et dressing,95,HIGH,0.0,False,,
tunisieannonce_109da333cf6b,tunisieannonce,750000.0,450.0,3,Cite El Ghazala 1,TUNIS,north,Jebel Jelloud,Sale,Land,36.7667,10.1833,abri de deux voitures|couvert|cuisine externe|fenêtres encien modèle|haut standing|jardin|s+3|terrain|très bon standing,95,HIGH,0.0,False,,
tunisieannonce_10cfca54a849,tunisieannonce,450000.0,400.0,4,Akouda,TUNIS,north,Akouda,Sale,Land,35.8667,10.5667,2 chambres|4 chambres|chauffage central|chauffage central pré-installé|climatisation|climatisation par split dar arbi|coins jardin|cuisine|cuisine agencée|dar arbi s+2|garage|jardin|salle d'eau|salle de bain|salle à manger|salon|villa s+4 plain pieds,95,HIGH,0.0,False,,
tunisieannonce_11c447a1074a,tunisieannonce,135000.0,80.0,2,Village Mediterranee,TUNIS,north,Jebel Jelloud,Sale,Apartment,36.7667,10.1833,2 chambres|ascenseur|climatisation|climatiseurs|cuisine|parking|place de parking privé|salle de bain|salon,95,HIGH,0.0,False,,
tunisieannonce_1129d908500e,tunisieannonce,6500.0,700.0,,Cite Bhar Lazreg,TUNIS,north,Jebel Jelloud,Sale,Commercial,36.7667,10.1833,bathroom|height under ceiling,75,GOOD,0.0,True,,
tunisieannonce_648527a93d9c,tunisieannonce,3700.0,,3,El Aouina,TUNIS,north,Jebel Jelloud,Sale,Land,36.7667,10.1833,1000 m² bâti|1000 m² terrain|artère principale|titre bleu individuel|villa,80,GOOD,0.0,True,,
tunisieannonce_10ec510df311,tunisieannonce,299500.0,521.0,,Borj Cedria,TUNIS,north,Jebel Jelloud,Sale,Land,36.7667,10.1833,double façade donnant sur 2 rues|orientation sud-est|potentiel illimité|terrain de coin commercial résidentiel|type isolé|viabilisation parfaite,85,HIGH,0.0,False,,
tunisieannonce_1107c586a7ac,tunisieannonce,550.0,80.0,2,La Mannouba,TUNIS,north,Mannouba,Rent,Apartment,36.8097,10.0928,3 ème étage|ascenseur|centre manouba|s+2|sans ascenseur,85,HIGH,0.0,False,,
tunisieannonce_110f7f440743,tunisieannonce,1200.0,20.0,2,El Menzah 6,TUNIS,north,El Menzah,Rent,Apartment,36.8528,10.1703,furnished|meuble|short-term rental|studio,85,HIGH,0.0,True,,
tunisieannonce_1194d95765ea,tunisieannonce,90000.0,70.0,3,Cite Ennasr 2,TUNIS,north,Jebel Jelloud,Sale,Commercial,36.7667,10.1833,avenue hédi nouira|dépôt|résidence|sous sol|titre individuel en règle,95,HIGH,0.0,False,,
tunisieannonce_1117f5038cd1,tunisieannonce,540.0,110.0,2,Hammam Chatt,TUNIS,north,Hammam Chatt,Rent,Other,36.7036,10.3625,appart|balon|cuisine|deux chambre|s3 coté café|salon|séchoir,85,HIGH,0.0,False,,
tunisieannonce_11c03bef8b23,tunisieannonce,1450.0,1000.0,,La Soukra,TUNIS,north,La Soukra,Sale,Land,36.885212,10.245301,calme|papiers en règle|quartier résidentiel|surface|terrain|titre individuel,75,GOOD,0.0,True,,
tunisieannonce_1169b2a65e52,tunisieannonce,1150.0,289.0,,Sousse Riadh,TUNIS,north,Sousse Riadh,Sale,Land,35.8269,10.63,appartement|augmentation annuelle garantie de 7%|avenue tawfiq|bâtiment bien agencé et exploité|cave|double façade|investissement sécurisé|meuble|quartier très connu|rendement très intéressant|revenu mensuel : 7 100 dt|rés de chaussée|sous-sol (cave)|studio,75,GOOD,0.0,True,,
tunisieannonce_1291aae5fc9f,tunisieannonce,315000.0,122.0,2,Cite Ennasr 2,TUNIS,north,Jebel Jelloud,Sale,Apartment,36.7667,10.1833,ascenseur|balcon|calme|chauffage central|chauffage centrale|climatisation|climatisation split système|cuisine bien équipée|double ascenseurs|parking|place de parking|résidence sécurisée|salle de bain commune|salon lumineux|surface : 122m2,95,HIGH,0.0,False,,
tunisieannonce_1205996060f2,tunisieannonce,270000.0,,,Boucha,TUNIS,north,Jebel Jelloud,Sale,Land,36.7667,10.1833,9 hectares|terrain agr|titre bleu individuel,45,LOW,0.0,False,,
tunisieannonce_128ed2c9c37f,tunisieannonce,550.0,75.0,2,Rades,TUNIS,north,Rades,Rent,Apartment,36.7782,10.2815,residentiel,85,HIGH,0.0,False,,
tunisieannonce_12cb38d0f798,tunisieannonce,1300.0,2024.0,3,El Manar 1,TUNIS,north,Jebel Jelloud,Sale,Villa,36.7667,10.1833,3 niveaux|garage|grand jardin|grande cuisine équipée|jardin|salle d'eau avec douche|salle à manger|sejour|spacious salon|terrasse|terrasses|villa,85,HIGH,0.0,True,,
tunisieannonce_126eb8547b09,tunisieannonce,2500.0,2023.0,2,Gammart,TUNIS,north,Jebel Jelloud,Rent,Apartment,36.7667,10.1833,2 chambres_a_coucher|cuisine_equipped|jardin|meuble|salle_a_Manger|salle_de_bain|salon|terrasse,85,HIGH,0.0,False,,
tunisieannonce_12944bc25951,tunisieannonce,6400.0,600.0,2,Kheireddine Pacha,TUNIS,north,Jebel Jelloud,Rent,Commercial,36.7667,10.1833,bureaux|cuisine|entrée indépendante|entrée voitures|hall|kitchenette|meuble|open space|salles d'eau,85,HIGH,0.0,False,,
tunisieannonce_12d6de481375,tunisieannonce,115000.0,680.0,,Hammamet,TUNIS,north,Hammamet,Sale,Land,36.4,10.6167,clôturé|terrain,85,HIGH,0.0,False,,
tunisieannonce_652de7231c61,tunisieannonce,1800.0,70.0,2,Cite Ennasr 2,TUNIS,north,Jebel Jelloud,Rent,Apartment,36.7667,10.1833,meuble|short-term rental|studios meublé,85,HIGH,0.0,False,,
tunisieannonce_128547791feb,tunisieannonce,1468.0,632.0,,Ghar El Melh,TUNIS,north,Ghar El Melh,Sale,Land,37.1458,10.1752,161 m2 (lotc)|310 m2 (lot3)|374 m2 (lotb)|782 m2 (lot1)|DPM|deux titres parallèles|partie non titrée|pied dans l'eau|plage|possibilité lotissement|terrain en bord de mer,75,GOOD,0.0,True,,
tunisieannonce_12a9fc7a542b,tunisieannonce,5500.0,2023.0,2,Marsa Ennassim,TUNIS,north,Jebel Jelloud,Rent,Commercial,36.7667,10.1833,abri de voiture|jardin|terrasse,85,HIGH,0.0,False,,
tunisieannonce_122dd65aae5e,tunisieannonce,3500.0,400.0,1,Chotrana 1,TUNIS,north,Jebel Jelloud,Rent,Commercial,36.7667,10.1833,hauteur|salle d'eau|surface|électricité force 380.,85,HIGH,0.0,False,,
tunisieannonce_1316acbb0b98,tunisieannonce,4500.0,500.0,2,La Soukra,TUNIS,north,La Soukra,Rent,Other,36.885212,10.245301,charpente metallic|covered|price,85,HIGH,0.0,False,,
tunisieannonce_139042b721fa,tunisieannonce,1300.0,200.0,3,El Mourouj,TUNIS,north,El Mourouj,Rent,Villa,36.7405,10.2042,3 chambres à coucher|5 climatiseurs|balcon|chauffage central|climatisation|cuisine|garage|grand salon|salle d'eau|salle de bain|terrasse,85,HIGH,0.0,False,,
tunisieannonce_12eb0752259c,tunisieannonce,570000.0,379.0,,Riadh Landlous,TUNIS,north,Jebel Jelloud,Sale,Land,36.7667,10.1833,379 m2|façades 20 m|proche de toutes commodités|quartier résidentiel|r+2|terrain,85,HIGH,0.0,False,,
tunisieannonce_141f8daddc30,tunisieannonce,1320.0,120.0,1,Cite Ennasr 2,TUNIS,north,Jebel Jelloud,Rent,Apartment,36.7667,10.1833,chambre a coucher avec dressing et balcon|chauffage central|climatisation|gardiennage|kitchinette avec séchoir|meuble|richement meublé|s+1|salle deau|salon|syndic,85,HIGH,0.0,False,,
tunisieannonce_145178a3ccfa,tunisieannonce,800000.0,753.0,,Raoued,TUNIS,north,Raoued,Sale,Land,36.908,10.2,constructible|eau|immeuble|meuble|projet d'investissement|r+6|terrain|électricité,85,HIGH,0.0,False,,
tunisieannonce_1335b659aa60,tunisieannonce,1150.0,100.0,,Cite Ennasr 2,TUNIS,north,Jebel Jelloud,Sale,Commercial,36.7667,10.1833,accueil|chauffage central|climatisation|climatisation en split|cuisine agencée|deux bureaux|salle d'eau avec cabine de douche,75,GOOD,0.0,True,,
tunisieannonce_13211e33b977,tunisieannonce,500.0,,3,Oued Ellil,TUNIS,north,Oued Ellil,Rent,Apartment,36.8311,10.0347,balcon|cuisine équipée|deux pièces|meuble|salle de bain|salon|séchoir,80,GOOD,0.0,False,,
tunisieannonce_13f838802223,tunisieannonce,227000.0,454.0,,Raoued,TUNIS,north,Raoued,Sale,Land,36.908,10.2,ammenant de la marsa a lariana|autorisation de batir|bon voisinage|bord de la route|lotissement|terrain|titre indv|zone touristique,85,HIGH,0.0,False,,
tunisieannonce_1422707687ca,tunisieannonce,240000.0,75.0,3,El Aouina,TUNIS,north,Jebel Jelloud,Sale,Apartment,36.7667,10.1833,appartement neuf|balcon|chambre à coucher avec dressing|cuisine équipée et aménagée|parking|place de parking au sous-sol|résidence récente et sécurisée|salle de douche moderne|salon spacieux,95,HIGH,0.0,False,,
tunisieannonce_130b5f496613,tunisieannonce,591000.0,473.0,,Cite Hached,TUNIS,north,Jebel Jelloud,Sale,Land,36.7667,10.1833,orienté est|r+2|terrain clôturé|titre foncier,85,HIGH,0.0,False,,
tunisieannonce_13a25a9d7183,tunisieannonce,170000.0,1000.0,,Chatt Meriem,TUNIS,north,Jebel Jelloud,Sale,Land,36.7667,10.1833,huilerie slimaine|prés de société|terrain|titré,85,HIGH,0.0,False,,
tunisieannonce_14d3d6c34813,tunisieannonce,1800.0,180.0,3,Cite Bhar Lazreg,TUNIS,north,Jebel Jelloud,Rent,Commercial,36.7667,10.1833,hauteur|salle d'eau|surface|électricité force 380,85,HIGH,0.0,False,,
tunisieannonce_151ea568d922,tunisieannonce,400000.0,200.0,,Mornag,TUNIS,north,Mornag,Sale,Land,36.6715,10.258,terrain,85,HIGH,0.0,False,,
tunisieannonce_14c17f2dd17e,tunisieannonce,206400.0,344.0,,Oued Ellil,TUNIS,north,Oued Ellil,Sale,Land,36.8311,10.0347,terrain|شهادة ملكية|غاز|قنوات الطتهير|كهرباء|ماء الصالح لشراب,85,HIGH,0.0,False,,
tunisieannonce_15177a34f2e2,tunisieannonce,690000.0,210.0,2,Hammamet,TUNIS,north,Hammamet,Sale,Villa,36.4,10.6167,garden|jardin|piscine|pool|swimming pool|terrasse,95,HIGH,0.0,False,,
tunisieannonce_146df09152c4,tunisieannonce,950.0,126.0,3,El Ain,TUNIS,north,Jebel Jelloud,Rent,Apartment,36.7667,10.1833,2 chambres à coucher|air aéré et ensoleillé|ascenseur|caméra de contrôle|chauffage central|climatisation|climatiseurs|cuisine agencée avec séchoir|gaz de ville|haut standing|jardin|parking|placards|place parking|résidence gardée|salon-salle à manger|suite parentale,85,HIGH,0.0,False,,
tunisieannonce_14f241a5ffda,tunisieannonce,250000.0,100.0,,Zone Industrielle Saint Gobin,TUNIS,north,Jebel Jelloud,Sale,Land,36.7667,10.1833,chambre|cuisine|garage|salle de bain|salon|séchoir|terrain|villa,85,HIGH,0.0,False,,
tunisieannonce_15166db1e935,tunisieannonce,2200.0,120.0,2,Sidi Daoud,TUNIS,north,Jebel Jelloud,Rent,Apartment,36.7667,10.1833,"120m²|1st floor|appartment|ascenseur|bathroom|cellar|central heating|chauffage central|climatisation|elevator|furnished|haut standing|high standing|kitchen equipped (plaque, hotte, four, micro-ondes, refrigerator, lave-vaisselles, machine to wash, climatiseur) with a drying area|meuble|optimal orientation|parking|salon-salle à manger with a terrace|split air conditioning in each room|sunlit|terrasse|two bedrooms with dressing|very luminous",85,HIGH,0.0,False,,
tunisieannonce_14c2014cf693,tunisieannonce,216000.0,482.0,,Sidi Thabet,TUNIS,north,Sidi Thabet,Sale,Land,36.933,10.039,eau|façade|gaz|internet|profondeur|terrain|titre foncier individuel|téléphone|électricité,85,HIGH,0.0,False,,
tunisieannonce_14b5bfb71690,tunisieannonce,2300.0,157.0,3,La Soukra,TUNIS,north,La Soukra,Rent,Villa,36.885212,10.245301,157 m2|celier|chambres à coucher|chauffage central|climatisation|cuisine équipée|dressers|jardin|parking|petite résidence r+2|place de parking sous sol|rdc|s+3|salle d'eau d'invité|salle de bain commune|salon/ salle à manger|suite parentale|système de contrôle domotique|terrasse,85,HIGH,0.0,False,,
tunisieannonce_1484c3f3a0b2,tunisieannonce,850.0,48.0,3,Riadh Landlous,TUNIS,north,Jebel Jelloud,Rent,Villa,36.7667,10.1833,entrée indépendante|jardin|meuble|meublé|studio,85,HIGH,0.0,False,,
tunisieannonce_1537155e73d2,tunisieannonce,1950.0,5000.0,,Bir Mcherga,TUNIS,north,Bir Mcherga,Sale,Land,36.5167,10.0,"200 arbres diversifiés et productifs|3 500 oliviers arbakina|4 000 oliviers karoniki|achat et suivi de la ferme|caméras de surveillance|clôturée|débit 3 litres par seconde|ferme modèle|maison de garde|maison pour le propriétaire du terrain|puits de 50 m de profondeur|route goudronnée|salinité 2 grammes|surface de 13,5 hectares|système d'irrigation goutte à goutte|terrain agr|électricité",75,GOOD,0.0,True,,
tunisieannonce_153feb2a0744,tunisieannonce,600.0,50.0,3,El Manar 1,TUNIS,north,Jebel Jelloud,Rent,Apartment,36.7667,10.1833,2 chambres séparées|parking|place parking privée|résidence calme et sécurisée|studio,85,HIGH,0.0,False,,
tunisieannonce_1563ad69b76c,tunisieannonce,1700.0,750.0,,El Menzah 1,TUNIS,north,El Menzah,Sale,Land,36.8528,10.1703,blue form|carrée|pas loin de kiosque|terrain|titre,75,GOOD,0.0,True,,
tunisieannonce_1540ef867535,tunisieannonce,1000.0,200.0,2,La Soukra,TUNIS,north,La Soukra,Rent,Commercial,36.885212,10.245301,surface,85,HIGH,0.0,False,,
tunisieannonce_15873f382255,tunisieannonce,900.0,75.0,1,Ain Zaghouan,TUNIS,north,Zaghouan,Rent,Apartment,36.4025,10.1431,"bathroom|bedroom|central heating|chauffage central|climatisation|equipped kitchen (hotte, four and plaque)|parking|parking at basement|s+1|salon with dining area|spacious|two air conditioners",85,HIGH,0.0,False,,
tunisieannonce_158cc6dcf625,tunisieannonce,1675.0,,,El Fahs,TUNIS,north,El Fahs,Sale,Land,36.3747,9.9017,fertile|page officielle et tiktok -youtube : immobilier harabi pro business|papier en règle|prix : 25 000dt pour 1h|route nationale gp3|réseaux : steg et sonad|sur la frontière de oued milian|surface totale de 67 hectare|terrain nu|titre bleu,45,LOW,0.0,True,,
tunisieannonce_15a51926da91,tunisieannonce,950.0,70.0,1,El Aouina,TUNIS,north,Jebel Jelloud,Rent,Apartment,36.7667,10.1833,ascenseur|chambre a couché|chauffage central|climatisation|cuisine bien agence|deux climatiseurs|double ascenseurs|propre|s+1|salle de bain|salon,85,HIGH,0.0,False,,
tunisieannonce_153563eb13f9,tunisieannonce,900.0,,1,El Manar 1,TUNIS,north,Jebel Jelloud,Rent,Apartment,36.7667,10.1833,1 bedroom|bathroom|climatisation|climatiser|kitchen|meuble|small living room|spacious apartment,80,GOOD,0.0,False,,
tunisieannonce_1629b9730ca9,tunisieannonce,1600.0,125.0,1,Cite Ennasr 2,TUNIS,north,Jebel Jelloud,Rent,Apartment,36.7667,10.1833,2 bedrooms|air conditioning|appartment|ascenseur|balcony|bathroom|bright|chauffage central|climatisation|digital receiver|double ascenseurs|dryer|entrance|equipped|furnished|haut standing|heating central|high standing|independent|kitchen|lcd|meuble|microwave|new|oven|parking|plants|refrigerator|salon|sunny|terrace|terrasse|washing machine|wifi,85,HIGH,0.0,False,,
tunisieannonce_16332bc2660b,tunisieannonce,1150.0,80.0,1,Jardins D'El Menzah,TUNIS,north,El Menzah,Rent,Apartment,36.8528,10.1703,ascenseur|cellier|chambre à coucher avec un grand dressing|climatisation|climatiseurs|cuisine équipée|grand espace de rangement|grand s+1 neuf haut standing|haut standing|salle de bain|surface nette habitable : 80m²(100m² brut)|terrasse,85,HIGH,0.0,False,,
tunisieannonce_162f78214c71,tunisieannonce,650.0,104.0,1,Mtorrech,TUNIS,north,Jebel Jelloud,Rent,Apartment,36.7667,10.1833,"appartements meublés|cuisine|eau chaude|entrée indep de s+1,2et3 pièces|garage|meuble|s.d.e|wifi",85,HIGH,0.0,False,,
tunisieannonce_1612e325c5b7,tunisieannonce,2100.0,120.0,3,Ain Zaghouan,TUNIS,north,Zaghouan,Rent,Apartment,36.4025,10.1431,balcon|chambre à coucher avec dressing|chauffage central|climatisation|climatisation centrale|cuisine moderne et entièrement équipée|parking|place de parking au sous-sol|salle d'eau|salon lumineux|suite parentale avec dressing et balcon,85,HIGH,0.0,False,,
tunisieannonce_1603b46f7c94,tunisieannonce,7500.0,275.0,,Berge Du Lac,TUNIS,north,Jebel Jelloud,Sale,Commercial,36.7667,10.1833,2 spacieux bureaux|3 toilettes|climatisation|climatisation centrale chaud et froid|double vitrage|grand open space|hall|haut standing|kitchenette|parking|station de bus|sécurité|terrasse,75,GOOD,0.0,True,,
tunisieannonce_166425aeeabb,tunisieannonce,150.0,2024.0,,El Menzah 7,TUNIS,north,El Menzah,Rent,Villa,36.8528,10.1703,appartements|courte durée|longue durée|meuble|meublé|studios|vide|villas,75,GOOD,0.0,True,,
tunisieannonce_16489211cab2,tunisieannonce,3800.0,400.0,3,Mutuelle Ville,TUNIS,north,Jebel Jelloud,Rent,Villa,36.7667,10.1833,"400m²|air conditioning|bathroom|chauffage central|climatisation|dressing|equipped (plaque, hotte, four, micro-ondes)|garden|grand salon-salle à manger|hall d'entrée|haut standing|heating central|jardin|kitchen|quiet neighborhood|s+3|securisé|suite junior|suite parentale|terrace|terrasse|two grand dressings|two levels|view on the garden|villa",85,HIGH,0.0,False,,
tunisieannonce_16456a8ce2f4,tunisieannonce,980000.0,750.0,,Hammamet,TUNIS,north,Hammamet,Sale,Villa,36.4,10.6167,Hammmet Sud|close to Hammett Yasmine|modern|villa,85,HIGH,0.0,False,,
tunisieannonce_15d2458ccf03,tunisieannonce,430000.0,137.0,3,Riadh Landlous,TUNIS,north,Jebel Jelloud,Sale,Apartment,36.7667,10.1833,ascenseur|balcon|cellier|chambres à coucher|chauffage central|climatisation|cuisine|douche|dressing|dressings|haut standing|parking|salle d'eau|salle de bain|suite parentale|séchoir,95,HIGH,0.0,False,,
tunisieannonce_17090bdc8a12,tunisieannonce,520000.0,76.0,2,Chatt Meriem,TUNIS,north,Jebel Jelloud,Sale,Apartment,36.7667,10.1833,2 restaurants|aire de jeux pour les enfants|ascenseur|bassins enfants|café café maure|caméras de surveillance|climatisation|climatisation réversible|deux chambre|haut standing|parking|piscine|piscine couverte|piscines à l'eau de mer|place parking sous-sol|protection UV au-dessus des bassins|salle de douche|salle de jeu|salle de sports|salon cuisine à l'américaine équipée|salon de coiffure et esthétique|spa avec hammam massages soins divers|supérette ouverte toute la journée|transats parasols,95,HIGH,0.0,False,,
tunisieannonce_16fd3d5fd8d2,tunisieannonce,2500.0,500.0,3,Cite Ennasr 2,TUNIS,north,Jebel Jelloud,Sale,Land,36.7667,10.1833,garage|jardin|piscinable|villa,85,HIGH,0.0,True,,
tunisieannonce_169a10994f45,tunisieannonce,1800.0,70.0,2,Cite Ennasr 2,TUNIS,north,Jebel Jelloud,Rent,Apartment,36.7667,10.1833,courte durée|meuble|studios meublés,85,HIGH,0.0,False,,
tunisieannonce_167c7d7cc654,tunisieannonce,160000.0,400.0,,Cite Ennasr 2,TUNIS,north,Jebel Jelloud,Sale,Land,36.7667,10.1833,investment|terrain,85,HIGH,0.0,False,,
tunisieannonce_166ad0db3c18,tunisieannonce,600.0,200.0,3,Ariana,TUNIS,north,Ariana Ville,Rent,Apartment,36.866011,10.193923,3 chambres|bon emplacement|caméras de surveillance|cuisine|parking|parking avec caméras|proche de toutes les commodités|proche des transports publics|résidence clôturée et sécurisée|salle de bain|salon,85,HIGH,0.0,False,,
tunisieannonce_1692bf567567,tunisieannonce,1150.0,66.0,1,La Soukra,TUNIS,north,La Soukra,Rent,Apartment,36.885212,10.245301,balcon|chambre|chauffage central|climatisation|climatiseurs split|cuisine|douche|parking|placard|place de parking|salle d'eau|salon|sous-sol,85,HIGH,0.0,False,,
tunisieannonce_16839c856c97,tunisieannonce,3000.0,380.0,2,Hammam Sousse,TUNIS,north,Hammam Sousse,Rent,Commercial,35.8592,10.59,"autoroute|axes routiers g p 1|dépôt|hauteur sous plafond 5,5 mètre|local|show room|surface 380 m 2|transports|usine|zone industriel",85,HIGH,0.0,False,,
tunisieannonce_652f062cc334,tunisieannonce,175000.0,502.0,1,Mornag,TUNIS,north,Mornag,Sale,Land,36.6715,10.258,terrain,95,HIGH,0.0,False,,
tunisieannonce_16fe2d9b12ad,tunisieannonce,1300.0,2026.0,1,Cite Ennasr 2,TUNIS,north,Jebel Jelloud,Rent,Apartment,36.7667,10.1833,free parking|garden|haut standing|jardin|kitchen|meuble|retapé a neuf|richly furnished|shower|studio|wifi,85,HIGH,0.0,True,,
tunisieannonce_1723ac816f4d,tunisieannonce,1200.0,62.0,1,Cite Ennasr 2,TUNIS,north,Jebel Jelloud,Rent,Apartment,36.7667,10.1833,2 climatiseurs split|chambre à coucher avec grand dressing|chauffage central|climatisation|cuisine équipée ouverte|parking|place de parking sous sol|s+1|salle de bain|salon,85,HIGH,0.0,False,,
tunisieannonce_16d3a4eb710a,tunisieannonce,1700.0,65.0,4,Berge Du Lac,TUNIS,north,Jebel Jelloud,Sale,Commercial,36.7667,10.1833,alarm system|another bathroom|central air conditioning|climatisation|fiber optic|gardien|kitchenette|parking|private bathroom|surveillance cameras|two offices,85,HIGH,0.0,True,,
tunisieannonce_1766a8636cdc,tunisieannonce,345000.0,160.0,2,Residence Jinene El Mourouj,TUNIS,north,El Mourouj,Sale,Apartment,36.7405,10.2042,3 chambres|4 climatiseurs|ascenseur|balcon|caméra de surveillance|chauffage central|climatisation|cuisine équipée|gardien|grand salon|haut standing|jours et nuit|nettoyage journalier|parking|place parking extérieur avec abri|sall d' eau|salle a manger|salle e bain|séchoir|très bien sécurisé,95,HIGH,0.0,False,,
tunisieannonce_18147f746ed5,tunisieannonce,1350.0,400.0,2,Chatt Meriem,TUNIS,north,Jebel Jelloud,Rent,Commercial,36.7667,10.1833,2 petites chambres|2 portes à  ouverture automatique|bureau administratif|douche eau|local|proche htl tergui|surface de 400 m² couverts|toilette|électricité,85,HIGH,0.0,False,,
tunisieannonce_1745ab6fe193,tunisieannonce,140000.0,90.0,2,El Mourouj,TUNIS,north,El Mourouj,Sale,Apartment,36.7405,10.2042,cuisine|deux chambres à coucher|salle de bain|salon|séchoir,95,HIGH,0.0,False,,
tunisieannonce_17ba8a3cd592,tunisieannonce,170000.0,120.0,2,Hammamet,TUNIS,north,Hammamet,Sale,Villa,36.4,10.6167,cuisine|garage|salle d'eau|terrasse,95,HIGH,0.0,False,,
tunisieannonce_1742ab409998,tunisieannonce,5000.0,300.0,5,Montplaisir,TUNIS,north,Jebel Jelloud,Rent,Commercial,36.7667,10.1833,axes principaux|bien agencé|espace moderne|fonctionnel|haut standing|proximité des commodités|transports,85,HIGH,0.0,False,,
tunisieannonce_1724d18a05d8,tunisieannonce,300000.0,420.0,,Hergla,TUNIS,north,Hergla,Sale,Land,36.0333,10.5,balneaire|construction of a complex|potential tourist project|terrain|tourist project,85,HIGH,0.0,False,,
tunisieannonce_182df7f13060,tunisieannonce,520.0,70.0,2,Ben Arous,TUNIS,north,Ben Arous,Rent,Apartment,36.745,10.225,2 chambre|ascenseur|cuisine|meuble|s+2|salle d'eau|salon,85,HIGH,0.0,False,,
tunisieannonce_174019a4d537,tunisieannonce,1800.0,120.0,4,Berge Du Lac,TUNIS,north,Jebel Jelloud,Rent,Apartment,36.7667,10.1833,balcon|chauffage central|climatisation|climatisation en split|cuisine équipée|deux chambres à coucher avec dressings|parking|place de parking|salle d'eau invités|salle de bain commune|séchoir,85,HIGH,0.0,False,,
