"change_type","city","currency","description","features","has_price_history","image_count","images","is_outlier","last_update","latitude","longitude","model_weight","municipalite","normalized","outlier_flags","poi","property_id","region","reliability_level","reliability_score","rooms","scraped_at","should_drop","source_name","surface","suspected_duplicate","title","transaction_type","type","url","zone","_id","id","price","nlp_enriched","nlp_filled_fields","price_delta","price_delta_pct","price_per_m2","canonical_id"
"unchanged","Ariana","TND","lagence lavenir a le plaisir de vous proposer à la vente un terrain dexception situé à ennahli, dans un emplacement stratégique à proximité immédiate de lartère principale. dune superficie de 550 m², ce terrain bénéficie dune excellente orientation et dun environnement recherché, offrant un cadre idéal pour un projet dhabitation ou la réalisation dun projet dinvestissement à forte valeur ajoutée. son emplacement privilégié garantit accessibilité, visibilité et valorisation à long terme. superficie : 550 m² localisation : ennahli proche artère principale prix : 500 dt le m² pour toute information complémentaire ou pour organiser une visite, veuillez contacter : 52 584 047 98 280 035 70 823 176","[""accessibilité"", ""environnement"", ""orientation"", ""surface_area"", ""terrain"", ""valorisation"", ""visibilité""]","True","1.0","[""http://www.tunisie-annonce.com/upload2/202602/tunisie-annonce.com/photos/381599_20260209_144907.jpg""]","False","2026-04-06T18:44:22.825803Z","36.866011","10.193923","1.5","Ariana Ville","True","[]","[""حي نزهة"", ""مقهى النزهة"", ""نهاية خط النخيلات"", ""المنصورة"", ""سيدي الجبالي"", ""حي الزهاني"", ""مقهي الزيتونة"", ""مركز شرطة-قسم"", ""Pharmacie Hassen Ben Hfaiedh"", ""المدرسة الإعدادية برج الوزير""]","tunisieannonce_0ff9a830ac93","TUNIS","HIGH","100.0","","2026-03-31T13:24:00.553586","False","tunisieannonce","550.0","False","Terrain nu","Sale","Land","http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=3449887&titre=Terrain 550 m2 ennahli ariana","north","tunisieannonce:tunisieannonce_0ff9a830ac93","","275000.0","","","0.0","0.0","500.0",""
"unchanged","Mutuelle Ville","TND","le patio immobilier tunisie met a votre disposition une villa a usage habitation ou bureautique elle se compose: d'un grand salon, séjour , d'une salle a manger une cuisine équipée et une salle d'eau invités . a l'étage on trouve une suite parentale et trois chambres a coucher avec une salle de bain. l'extérieur : on trouve un abri pour 2 voitures ,un garage et un grand jardin . la villa ell dispose de la climatisation et du chauffage central . pour plus d'information merci de nous contacter au 00216 28 287 487","[""abri_pour_2_voitures"", ""chambres_a_coucher"", ""chauffage central"", ""chauffage_central"", ""climatisation"", ""cuisine"", ""garage"", ""grand_jardin"", ""jardin"", ""patio"", ""salle_a_Manger"", ""salle_d'eau_invites"", ""salle_de_bain"", ""salon"", ""sejour"", ""suite_parentale"", ""villa""]","True","5.0","[""http://www.tunisie-annonce.com/upload2/202210/tunisie-annonce.com/photos/618817_20221004_185909.jpg"", ""http://www.tunisie-annonce.com/upload2/202210/tunisie-annonce.com/photos/618817_20221004_185924.jpg"", ""http://www.tunisie-annonce.com/upload2/202210/tunisie-annonce.com/photos/618817_20221004_185952.jpg"", ""http://www.tunisie-annonce.com/upload2/202210/tunisie-annonce.com/photos/618817_20221004_190050.jpg"", ""http://www.tunisie-annonce.com/upload2/202210/tunisie-annonce.com/photos/618817_20221004_190209.jpg""]","False","2026-04-06T18:44:22.825803Z","36.7667","10.1833","1.5","Jebel Jelloud","True","[]","[""محمد علي"", ""الطاهر حداد"", ""مقهي ليقا"", ""شركة اللحوم تونس باطوار"", ""Parc des Princes"", ""Société Amen Service"", ""FRUITS IBNE SINA"", ""Poissons Royal"", ""Moulin Rouge"", ""محمد علي""]","tunisieannonce_1025f07c4d95","TUNIS","HIGH","100.0","8.0","2026-03-27T16:16:20.286033","False","tunisieannonce","600.0","False","Maisons","Rent","Commercial","http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=3141878&titre=Villa mutuelle ville habitation ou bureautique","north","tunisieannonce:tunisieannonce_1025f07c4d95","","5000.0","","","0.0","0.0","8.33",""
"unchanged","Ben Arous","TND","à vendre grande maison a ben arous de 500 m2 de surface avec une surface battie de 300 m2 au rez de chaussé et un 1er etage non fini elle situé dans un emplacement qui peut etre exploité dans des ivestissements commerciales pres du marché 7ay el2skan pour plus de detailles et faire des visites contactez 54 227 762","[""1er etage non fini"", ""battie"", ""emplacement pour investissements commerciaux"", ""iVEStissements commerciales"", ""pres du marché 7ay el2skan"", ""rez de chaussé"", ""surface""]","True","0.0","[]","False","2026-04-06T18:44:22.825803Z","36.745","10.225","1.5","Ben Arous","True","[]","[""مركز الاحاطة بالمعاقين (رجوع)"", ""Louzina"", ""Pharmacie Naimi"", ""Wida Juice"", ""1 حي الاسكان"", ""مركز الاحاطة بالمعاقين"", ""Pizzeria Papa's"", ""سليلوز (رجوع)"", ""Miral"", ""سليلوز""]","tunisieannonce_105c1d87f56d","TUNIS","HIGH","95.0","","2026-03-26T23:37:11.579091","False","tunisieannonce","500.0","False","Maisons","Sale","Villa","http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=3454640&titre=Grande maison à ben arous","north","tunisieannonce:tunisieannonce_105c1d87f56d","","620000.0","","","0.0","0.0","1240.0",""
"unchanged","Jemna","TND","a vendre un lot de terrain de 300 m² au lotissement municipal approuvé el hammam à jemna, situé en face de l'ancien bain maure municipal, attestation de propriété, papiers en règle, zone calme, sol sableux et toutes sujétions. prix demandé : 35 md négociable.","[""attestation de propriété"", ""papiers en règle"", ""sableux"", ""terrain"", ""zone calme""]","True","4.0","[""http://www.tunisie-annonce.com/upload2/202604/tunisie-annonce.com/photos/646091_20260401_221905.jpg"", ""http://www.tunisie-annonce.com/upload2/202604/tunisie-annonce.com/photos/646091_20260401_221940.jpg"", ""http://www.tunisie-annonce.com/upload2/202604/tunisie-annonce.com/photos/646091_20260401_221957.jpg"", ""http://www.tunisie-annonce.com/upload2/202604/tunisie-annonce.com/photos/646091_20260401_222021.jpg""]","False","2026-04-06T18:44:22.824801Z","36.7667","10.1833","1.5","Jebel Jelloud","True","[]","[""محمد علي"", ""الطاهر حداد"", ""مقهي ليقا"", ""شركة اللحوم تونس باطوار"", ""Parc des Princes"", ""Société Amen Service"", ""FRUITS IBNE SINA"", ""Poissons Royal"", ""Moulin Rouge"", ""محمد علي""]","tunisieannonce_104b143e6900","TUNIS","HIGH","100.0","","2026-04-01T20:50:23.211936","False","tunisieannonce","300.0","False","Terrain nu","Sale","Land","http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=3455647&titre=Terrain au lotissement municipal el hammam","north","tunisieannonce:tunisieannonce_104b143e6900","","35000.0","","","0.0","0.0","116.67",""
"unchanged","Ain Zaghouan","TND","la croisette immobilière tunisie vous propose à la location un appartement s+2 meublé occupant le troisième étage d'une résidence gardée à ain zaghouan nord. ce dernier est composé d'un salon-salle à manger donnant sur un balcon, d'une cuisine aménagée et équipée attenante à un séchoir, de deux chambres à coucher et d'une salle de bain. l'appartement est équipé du chauffage central et de climatiseurs et dispose d'une place de parking. ref:zal2175","[""air conditioners"", ""balcony"", ""chauffage central"", ""climatisation"", ""heating central"", ""kitchen"", ""meuble"", ""parking"", ""sechoir""]","True","5.0","[""http://www.tunisie-annonce.com/upload2/202603/tunisie-annonce.com/photos/788263_20260331_130911.jpg"", ""http://www.tunisie-annonce.com/upload2/202603/tunisie-annonce.com/photos/788263_20260331_130921.jpg"", ""http://www.tunisie-annonce.com/upload2/202603/tunisie-annonce.com/photos/788263_20260331_130932.jpg"", ""http://www.tunisie-annonce.com/upload2/202603/tunisie-annonce.com/photos/788263_20260331_130941.jpg"", ""http://www.tunisie-annonce.com/upload2/202603/tunisie-annonce.com/photos/788263_20260331_130950.jpg""]","False","2026-04-06T18:44:22.825803Z","36.4025","10.1431","1.5","Zaghouan","True","[]","[""المدرسة الإعدادية شارع الاستقلال"", ""لاجوكندا"", ""كروة"", ""ناينتيز"", ""المدرسة الابتدائية ابن خلدون"", ""إم جي بركسي"", ""كارفور إكسبريس"", ""ميلانو"", ""Station de Louages Zaghouan"", ""الكهف""]","tunisieannonce_1089b6168c79","TUNIS","HIGH","100.0","2.0","2026-03-31T12:40:29.436815","False","tunisieannonce","130.0","False","App. 3 pièc","Rent","Apartment","http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=3455399&titre=Appartement s2 meublé à ain zaghouan nord zal2175","north","tunisieannonce:tunisieannonce_1089b6168c79","","2300.0","","","0.0","0.0","17.69",""
"unchanged","Sidi Daoud","TND","a vendre un parcelle de terrain 1032 m² titre foncier urbaine individuel r+2 situé côte carrefour la marsa a 400 m sur la route de la marsa. prix : 1240 md tél : 99.307.890","[""terrain"", ""titre foncier urbaine individuel r+2""]","True","1.0","[""http://www.tunisie-annonce.com/upload2/202603/tunisie-annonce.com/photos/788323_20260327_090026.jpg""]","True","2026-04-06T18:44:22.825803Z","36.7667","10.1833","1.0","Jebel Jelloud","True","[""price_too_low"", ""price_m2_too_low""]","[""محمد علي"", ""الطاهر حداد"", ""مقهي ليقا"", ""شركة اللحوم تونس باطوار"", ""Parc des Princes"", ""Société Amen Service"", ""FRUITS IBNE SINA"", ""Poissons Royal"", ""Moulin Rouge"", ""محمد علي""]","tunisieannonce_10099aacf90d","TUNIS","GOOD","80.0","","2026-03-27T15:57:05.574407","False","tunisieannonce","32.0","False","Terrain nu","Sale","Land","http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=3454860&titre=1032 mètre carré individuel urbaine","north","tunisieannonce:tunisieannonce_10099aacf90d","","1240.0","","","0.0","0.0","38.75",""
"unchanged","La Soukra","TND","la soukra : appartement s+2 a vendre on met la vente d'un appartement s+2 de 125 m2 au 2éme étage avec ascenseur dans une résidence en r+2 gardée et sécurisée proches de toutes commodités. il se compose d: -un salon salke a manger avec balcon -une cuisine équipée avec séchoir -deux chambres à couche avec dressing -une salle de bain - une salle deau - chauffage central - climatisation - une place parking sous sol - gardiennage et syndic prix de vente 400 md année de construction 2017 certificat de propriété en règle","[""ascenseur"", ""balcon"", ""chauffage central"", ""climatisation"", ""cuisine équipée"", ""dressing"", ""gardiennage"", ""parking"", ""place parking sous sol"", ""salle d'eau"", ""salle de bain"", ""syndic"", ""séchoir""]","True","5.0","[""http://www.tunisie-annonce.com/upload2/202512/tunisie-annonce.com/photos/754162_20251214_132511.jpg"", ""http://www.tunisie-annonce.com/upload2/202512/tunisie-annonce.com/photos/754162_20251214_132523.jpg"", ""http://www.tunisie-annonce.com/upload2/202512/tunisie-annonce.com/photos/754162_20251214_132533.jpg"", ""http://www.tunisie-annonce.com/upload2/202512/tunisie-annonce.com/photos/754162_20251214_132543.jpg"", ""http://www.tunisie-annonce.com/upload2/202512/tunisie-annonce.com/photos/754162_20251214_132553.jpg""]","False","2026-04-06T18:44:22.825803Z","36.885212","10.245301","1.5","La Soukra","True","[]","[""الفيرما"", ""شطرانة 2"", ""3 شطرانة"", ""قناة حنبعل"", ""نادي الحرس الوطني"", ""Golf de Carthage"", ""نادي المحامين""]","tunisieannonce_1057803f323a","TUNIS","HIGH","100.0","2.0","2026-04-06T11:13:54.822269","False","tunisieannonce","125.0","False","App. 3 pièc","Sale","Apartment","http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=3440961&titre=S2 la soukra 400 md","north","tunisieannonce:tunisieannonce_1057803f323a","","400000.0","","","0.0","0.0","3200.0",""
"unchanged","El Menzah 5","TND","on met pour la # location une immense villa de 800m² sur 3 niveaux à usage commercial ou bureautique ( société, siège, école, garderie scolaire, jardin d'enfant, centre d'esthétique ou autres..) située dans un emplacement idéal et près de toutes les commodités à #manzah5. elle se compose d'un grand rdj en open space, un spacieux rdc composé d'un grand double salon, 2 chambres, une vaste cuisine et une salle de bain. le 1 er étage composé de 5 chambres dont une avec sa propre salle de bain et une salle de bain commune. pour plus d'informations et de photos veuillez visiter notre page facebook l'intégrale immo ou contactez le 70 215 880 / 52 145 909 / 21 001 320","[""1st floor with 5 bedrooms"", ""2 bedrooms"", ""3 levels"", ""800m²"", ""bathroom"", ""commercial or office use"", ""common bathroom"", ""double salon"", ""jardin"", ""large living room"", ""open space"", ""private bathroom"", ""vast kitchen"", ""villa""]","True","6.0","[""http://www.tunisie-annonce.com/upload2/202411/tunisie-annonce.com/photos/733938_20241107_175432.jpg"", ""http://www.tunisie-annonce.com/upload2/202411/tunisie-annonce.com/photos/733938_20241107_175503.jpg"", ""http://www.tunisie-annonce.com/upload2/202411/tunisie-annonce.com/photos/733938_20241107_175514.jpg"", ""http://www.tunisie-annonce.com/upload2/202411/tunisie-annonce.com/photos/733938_20241107_175526.jpg"", ""http://www.tunisie-annonce.com/upload2/202411/tunisie-annonce.com/photos/733938_20241107_175714.jpg"", ""http://www.tunisie-annonce.com/upload2/202411/tunisie-annonce.com/photos/733938_20241107_175820.jpg""]","False","2026-04-06T18:44:22.825803Z","36.8528","10.1703","1.5","El Menzah","True","[]","[""ووك فشن"", ""Mouffetarde Creperie"", ""بارافرماسي"", ""بلم استريت"", ""ذا هد"", ""مستر فايف"", ""منزه 5"", ""Gourmandise"", ""ذو بارادايز"", ""مطعم دمشق""]","tunisieannonce_10834ecd53ad","TUNIS","HIGH","100.0","1.0","2026-04-06T11:20:17.046367","False","tunisieannonce","801.0","False","Maisons","Rent","Commercial","http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=3358876&titre=Immense villa à usage commercial avec jardin","north","tunisieannonce:tunisieannonce_10834ecd53ad","","5000.0","","","0.0","0.0","6.24",""
"unchanged","Chotrana 1","TND","agence immobilière immoliv vous propose à la vente un appartement s+3 direct promoteur qui sétale sur une superficie couverte de 158.35m² et dune superficie extérieure de 150.24m² (terrasse, jardin et piscine) situé au rdc dans une petite résidence r+2 à chotrana 1. cet appartement contient un grand salon lumineux qui donne sur une piscine ainsi quun jardin, une cuisine équipée avec un accès sur lespace extérieur et une salle deau invités. la partie nuit est composée dune suite parentale avec sa propre salle de douche, de deux chambres à coucher et dune salle de bain commune. toutes les pièces sont équipées par des dressings, du chauffage et de la climatisation centrale. une place de parking est disponible au sous-sol. merci de nous contacter au 25538653","[""air conditioning"", ""climatisation"", ""garden"", ""heating"", ""jardin"", ""parking"", ""piscine"", ""pool"", ""terrasse""]","True","5.0","[""http://www.tunisie-annonce.com/upload2/202509/tunisie-annonce.com/photos/788128_20250912_123220.jpg"", ""http://www.tunisie-annonce.com/upload2/202509/tunisie-annonce.com/photos/788128_20250912_123232.jpg"", ""http://www.tunisie-annonce.com/upload2/202509/tunisie-annonce.com/photos/788128_20250912_123412.jpg"", ""http://www.tunisie-annonce.com/upload2/202509/tunisie-annonce.com/photos/788128_20250912_123431.jpg"", ""http://www.tunisie-annonce.com/upload2/202509/tunisie-annonce.com/photos/788128_20250912_123506.jpg""]","False","2026-04-06T18:44:22.824801Z","36.7667","10.1833","1.5","Jebel Jelloud","True","[]","[""محمد علي"", ""الطاهر حداد"", ""مقهي ليقا"", ""شركة اللحوم تونس باطوار"", ""Parc des Princes"", ""Société Amen Service"", ""FRUITS IBNE SINA"", ""Poissons Royal"", ""Moulin Rouge"", ""محمد علي""]","tunisieannonce_10d7dc8f26ea","TUNIS","HIGH","100.0","3.0","2026-03-29T12:22:14.911833","False","tunisieannonce","158.0","False","App. 4 pièc","Sale","Villa","http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=3424650&titre=Appt s3 avec piscine à chotrana 1","north","tunisieannonce:tunisieannonce_10d7dc8f26ea","","986000.0","","","0.0","0.0","6240.51",""
"unchanged","Cite El Ghazala 1","TND","réference : villa fares 2026 ketata immo vous présente à la vente une belle villa à cité la ghazelle, proche de l'école primaire el farabi, terrain de 450 m2, couvert 170 m2, avec cuisine externe neuve de 35 m2. la villa est composé d'un s+3, très bon standing (sauf fenêtres encien modèle) très beau jardin. un abri de deux voitures la villa se trouve dans un quartier très calme, résidentiel, à 5 minutes du pôle technologique. autorisation r+2. titre bleu prix demandé : 750.000 dt (+2 %) pour visite contacter le conseiller en immobilier mr ketata chafik au 56168017","[""abri de deux voitures"", ""couvert"", ""cuisine externe"", ""fenêtres encien modèle"", ""haut standing"", ""jardin"", ""s+3"", ""terrain"", ""très bon standing""]","True","5.0","[""http://www.tunisie-annonce.com/upload2/202601/tunisie-annonce.com/photos/733331_20260124_210022.jpg"", ""http://www.tunisie-annonce.com/upload2/202601/tunisie-annonce.com/photos/733331_20260124_210042.jpg"", ""http://www.tunisie-annonce.com/upload2/202601/tunisie-annonce.com/photos/733331_20260124_210103.jpg"", ""http://www.tunisie-annonce.com/upload2/202601/tunisie-annonce.com/photos/733331_20260124_210126.jpg"", ""http://www.tunisie-annonce.com/upload2/202601/tunisie-annonce.com/photos/733331_20260124_210149.jpg""]","False","2026-04-06T18:44:22.824801Z","36.7667","10.1833","1.5","Jebel Jelloud","True","[]","[""محمد علي"", ""الطاهر حداد"", ""مقهي ليقا"", ""شركة اللحوم تونس باطوار"", ""Parc des Princes"", ""Société Amen Service"", ""FRUITS IBNE SINA"", ""Poissons Royal"", ""Moulin Rouge"", ""محمد علي""]","tunisieannonce_109da333cf6b","TUNIS","HIGH","100.0","3.0","2026-03-26T16:10:17.196508","False","tunisieannonce","450.0","False","Maisons","Sale","Land","http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=3426833&titre=La ghazelle vnt villa fares","north","tunisieannonce:tunisieannonce_109da333cf6b","","750000.0","","","0.0","0.0","1666.67",""
"unchanged","Cite Ennasr 2","TND","l'agence immo contact met en location a ennasr 2 pour 2300 dt par mois un s plus 3 hst meublé (140m) avec chauffage central, climatisation, parking sous sol (wb4364) frais de visite 20dt, commission agence 1 mois","[""chauffage central"", ""climatisation"", ""meuble"", ""meublé"", ""parking"", ""parking sous sol"", ""wb4364""]","True","5.0","[""http://www.tunisie-annonce.com/upload2/202512/annonces-tunisie.net/photos/91639_20251224_184221.jpg"", ""http://www.tunisie-annonce.com/upload2/202512/annonces-tunisie.net/photos/91639_20251224_184236.jpg"", ""http://www.tunisie-annonce.com/upload2/202512/annonces-tunisie.net/photos/91639_20251224_184251.jpg"", ""http://www.tunisie-annonce.com/upload2/202512/annonces-tunisie.net/photos/91639_20251224_184305.jpg"", ""http://www.tunisie-annonce.com/upload2/202512/annonces-tunisie.net/photos/91639_20251224_184317.jpg""]","False","2026-04-06T18:44:22.825803Z","36.7667","10.1833","1.5","Jebel Jelloud","True","[]","[""محمد علي"", ""الطاهر حداد"", ""مقهي ليقا"", ""شركة اللحوم تونس باطوار"", ""Parc des Princes"", ""Société Amen Service"", ""FRUITS IBNE SINA"", ""Poissons Royal"", ""Moulin Rouge"", ""محمد علي""]","tunisieannonce_10ca50d82497","TUNIS","HIGH","100.0","3.0","2026-04-06T14:35:07.478217","False","tunisieannonce","140.0","False","App. 4 pièc","Rent","Other","http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=3442689&titre=S plus 3 meublé a ennasr 2 wb4364","north","tunisieannonce:tunisieannonce_10ca50d82497","","2300.0","","","0.0","0.0","16.43",""
"unchanged","Hammamet","TND","av lot de terrain de 1000m situé à monchar pas loin de hammamet yasmine zone calme entouré par des villas . l'eau et l'électricité sont disponible . prix: 150md négociable pour plus d'infos appelez: 99958728/ 99202001 whatsapp: 28466261","[""eau"", ""terrain"", ""villas"", ""zone calme"", ""électricité""]","True","3.0","[""http://www.tunisie-annonce.com/upload2/202509/tunisie-annonce.com/photos/770319_20250903_121004.jpg"", ""http://www.tunisie-annonce.com/upload2/202509/tunisie-annonce.com/photos/770319_20250903_121015.jpg"", ""http://www.tunisie-annonce.com/upload2/202509/tunisie-annonce.com/photos/770319_20250903_121025.jpg""]","False","2026-04-06T18:44:22.825803Z","36.4","10.6167","1.5","Hammamet","True","[]","[""La Maison des Saveurs"", ""Dar CA"", ""Hôpital d'Hammamet"", ""صيدلية الليل"", ""Chee'z Pizzeria"", ""Hammamet"", ""Café Maure SIDI EL KILANI"", ""Cafeteria CA"", ""Kafteji Hammamet"", ""l'Escale Hammamet""]","tunisieannonce_10caa8390bb7","TUNIS","HIGH","100.0","","2026-03-29T10:30:07.192204","False","tunisieannonce","1000.0","False","Terrain nu","Sale","Land","http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=3423021&titre=Av terrain 1000m à hammamet sud","north","tunisieannonce:tunisieannonce_10caa8390bb7","","150000.0","","","0.0","0.0","150.0",""
"unchanged","Marsa Ennassim","TND","le patio immobilier tunisie vous propose a la location une belle villa située dans lun des plus beaux quartiers de la marsa. le rdc se compose d'un large et lumineux salon avec cheminé donnant directement sur la piscine et un beau jardin , une cuisine totalement équipée et une salle deau invités. a létage on trouve , une spacieuse suite parentale et trois chambres à coucher et une salle deau avec cabine de douche. au sous-sol on trouve également un séjour et un open space. la partie extérieur de la maison se compose dun magnifique jardin gazonné, une piscine et une chambre de service. un garage pour deux voitures , climatisation et chauffage sont a la disposition. pour plus d'info merci de nous contacter au 28 287 487.","[""chambre de service"", ""chambres à coucher"", ""chauffage"", ""cheminé"", ""climatisation"", ""cuisine"", ""garage"", ""jardin"", ""jardin gazonné"", ""open space"", ""patio"", ""piscine"", ""salle d'eau avec cabine de douche"", ""salle d'eau invités"", ""salon"", ""suite parentale"", ""séjour""]","True","4.0","[""http://www.tunisie-annonce.com/upload2/202210/tunisie-annonce.com/photos/618817_20221003_105036.jpg"", ""http://www.tunisie-annonce.com/upload2/202210/tunisie-annonce.com/photos/618817_20221003_105238.jpg"", ""http://www.tunisie-annonce.com/upload2/202210/tunisie-annonce.com/photos/618817_20221003_105411.jpg"", ""http://www.tunisie-annonce.com/upload2/202210/tunisie-annonce.com/photos/618817_20221003_105544.jpg""]","False","2026-04-06T18:44:22.825803Z","36.7667","10.1833","1.5","Jebel Jelloud","True","[]","[""محمد علي"", ""الطاهر حداد"", ""مقهي ليقا"", ""شركة اللحوم تونس باطوار"", ""Parc des Princes"", ""Société Amen Service"", ""FRUITS IBNE SINA"", ""Poissons Royal"", ""Moulin Rouge"", ""محمد علي""]","tunisieannonce_10b0ed26f13b","TUNIS","HIGH","100.0","2.0","2026-03-31T12:30:15.958192","False","tunisieannonce","600.0","False","Maisons","Rent","Villa","http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=3141299&titre=Villa a la marsa jardin piscine","north","tunisieannonce:tunisieannonce_10b0ed26f13b","","6500.0","","","0.0","0.0","10.83",""
"unchanged","Riadh Landlous","TND","riadh el andalous : appartements s+3 à vendre on vous propose 3 appartements s+3 haut standing dans une résidence r+2 gardée et sécurisée, proche de toutes commodités. disponibilités : a1 : 120,796 m² a2 : 123,377 m² a4 : 119,915 m² caractéristiques communes : suite parentale avec salle de douche et dressing place de parking au sous-sol incluse chauffage central et climatisation balcon, cuisine équipée avec séchoir direct promoteur remise des clés : décembre 2025 prix de vente : 390 000 dt htva","[""appartements s+3"", ""balcon"", ""chauffage central"", ""climatisation"", ""cuisine équipée avec séchoir direct"", ""gardée et sécurisée"", ""haut standing"", ""parking"", ""place de parking au sous-sol"", ""proche de toutes commodités"", ""résidence r+2"", ""suite parentale avec salle de douche et dressing""]","True","1.0","[""http://www.tunisie-annonce.com/upload2/202508/tunisie-annonce.com/photos/754162_20250814_115936.jpg""]","False","2026-04-06T18:44:22.824801Z","36.7667","10.1833","1.5","Jebel Jelloud","True","[]","[""محمد علي"", ""الطاهر حداد"", ""مقهي ليقا"", ""شركة اللحوم تونس باطوار"", ""Parc des Princes"", ""Société Amen Service"", ""FRUITS IBNE SINA"", ""Poissons Royal"", ""Moulin Rouge"", ""محمد علي""]","tunisieannonce_10e04a58eaa3","TUNIS","HIGH","100.0","3.0","2026-04-06T10:30:13.757134","False","tunisieannonce","123.0","False","App. 4 pièc","Sale","Apartment","http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=3419672&titre=S3 390 md direct promoteur riadh andalous","north","tunisieannonce:tunisieannonce_10e04a58eaa3","","390000.0","","","0.0","0.0","3170.73",""
"unchanged","Akouda","TND","nouvellement bâtie sur un terrain de 400 m² , surface totale couverte 250 m² répartis entre une villa s+4 plain pieds ,plus dar arbi s+2 . villa composée d'un salon , salle à manger ,4 chambres , salle de bain , cuisine agencée , salle d'eau , chauffage central pré-installé , climatisation par split dar arbi comprend 2 chambres , salle d'eau ,cuisine . villa entourée de coins jardin , garage .prix demandé 450 000 dt négociable . infos et visite s'adresser à l'immobilière du lac h-sousse au +216 73 370 942 où +216 99 904 113 et +216 23 713 406.","[""2 chambres"", ""4 chambres"", ""chauffage central"", ""chauffage central pré-installé"", ""climatisation"", ""climatisation par split dar arbi"", ""coins jardin"", ""cuisine"", ""cuisine agencée"", ""dar arbi s+2"", ""garage"", ""jardin"", ""salle d'eau"", ""salle de bain"", ""salle à manger"", ""salon"", ""villa s+4 plain pieds""]","True","5.0","[""http://www.tunisie-annonce.com/upload2/202506/tunisie-annonce.com/photos/6321_20250617_121535.jpg"", ""http://www.tunisie-annonce.com/upload2/202506/tunisie-annonce.com/photos/6321_20250617_121615.jpg"", ""http://www.tunisie-annonce.com/upload2/202506/tunisie-annonce.com/photos/6321_20250617_121716.jpg"", ""http://www.tunisie-annonce.com/upload2/202506/tunisie-annonce.com/photos/6321_20250617_121754.jpg"", ""http://www.tunisie-annonce.com/upload2/202506/tunisie-annonce.com/photos/6321_20250617_121831.jpg""]","False","2026-04-06T18:44:22.824801Z","35.8667","10.5667","1.5","Akouda","True","[]","[""etikouda"", ""École Primaire Farhat Hached"", ""Dalass Food chez Bassem"", ""Carrefour Express""]","tunisieannonce_10cfca54a849","TUNIS","HIGH","100.0","4.0","2026-03-29T10:48:38.928767","False","tunisieannonce","400.0","False","Maisons","Sale","Land","http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=3408161&titre=Villa construction récente akouda","north","tunisieannonce:tunisieannonce_10cfca54a849","","450000.0","","","0.0","0.0","1125.0",""
"unchanged","Jardins De Carthage","TND","369 univers.a.i, agence immobilière située à la marsa, vous propose à la location un appartement avec balcon aux jardins de carthage. il est composé comme suit: un salon, une salle à manger, une cuisine équipée avec séchoir, une salle deau invités, une suite parentale, 2 chambres à coucher et une salle de bain commune. un cellier et une place de parking au sous-sol, un ascenseur, frais de syndic inclus, proche de lisc, résidence sécurisée et calme.","[""ascenseur"", ""balcon"", ""cellier"", ""jardin"", ""parking"", ""place de parking"", ""séchoir""]","True","5.0","[""http://www.tunisie-annonce.com/upload2/202507/tunisie-annonce.com/photos/779758_20250726_145114.jpg"", ""http://www.tunisie-annonce.com/upload2/202507/tunisie-annonce.com/photos/779758_20250726_145131.jpg"", ""http://www.tunisie-annonce.com/upload2/202507/tunisie-annonce.com/photos/779758_20250726_145151.jpg"", ""http://www.tunisie-annonce.com/upload2/202507/tunisie-annonce.com/photos/779758_20250726_145204.jpg"", ""http://www.tunisie-annonce.com/upload2/202507/tunisie-annonce.com/photos/779758_20250726_145222.jpg""]","False","2026-04-06T18:44:22.824801Z","36.8536","10.3256","1.5","Carthage","True","[]","[""فيلا ديدون"", ""قرطاج حنبعل"", ""Le Macaron Mme Bouzguanda"", ""قرطاج حنبعل"", ""قرطاج حنبعل"", ""قرطاج حنبعل"", ""قرطاج حنبعل"", ""site archéologique carthage dermech"", ""قرطاج درمش"", ""قرطاج درمش""]","tunisieannonce_10da5f231851","TUNIS","HIGH","100.0","2.0","2026-03-31T15:43:59.693818","False","tunisieannonce","2025.0","False","App. 3 pièc","Rent","Apartment","http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=3416065&titre=Appartement avec balcon aux jdc ref ra151","north","tunisieannonce:tunisieannonce_10da5f231851","","2300.0","","","0.0","0.0","1.14",""
