property_id,source_name,sentiment_score,sentiment_label,zero_shot_fraud_score,linguistic_score,fraud_score,risk_level,fraud_flags,tabular_model_version,mistral_explanation
affare_259247,affare,0.0,positive,0.3571,0.55,26.25,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
century21_0e7abc0bd304,century21,0.0,positive,0.4208,0.0,14.73,normal,[],xlm_roberta_mdeberta_v1,
century21_0f8abe645aaa,century21,0.0,positive,0.418,0.55,28.38,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
affare_259239,affare,0.3689,negative,0.3302,0.2,31.31,suspect,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
century21_12aa21ee2ba3,century21,0.0,positive,0.3973,0.0,13.91,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_435589163746,tunisieannonce,0.3221,negative,0.3426,0.0,24.88,suspect,[],xlm_roberta_mdeberta_v1,
tunisieannonce_0f72d51de091,tunisieannonce,0.0,positive,0.3316,0.0,11.61,normal,[],xlm_roberta_mdeberta_v1,
century21_11d02ac0f672,century21,0.0,positive,0.3346,0.55,25.46,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
century21_16b7287988e9,century21,0.0,positive,0.3143,0.55,24.75,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
century21_11cb0fbf6950,century21,0.0971,neutral,0.4197,0.55,32.32,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
century21_1474ca3bef5d,century21,0.0,positive,0.3438,0.0,12.03,normal,[],xlm_roberta_mdeberta_v1,
affare_259242,affare,0.2521,negative,0.2588,0.75,37.89,suspect,"['urgency_detected', 'external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
tunisieannonce_505d29472b2a,tunisieannonce,0.0,positive,0.3165,0.2,16.08,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
affare_252013,affare,0.0,positive,0.3658,0.75,31.55,suspect,"['urgency_detected', 'external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
affare_259250,affare,0.0,positive,0.3616,0.55,26.41,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
century21_196ff1aa5dc3,century21,0.0,positive,0.3424,0.0,11.98,normal,[],xlm_roberta_mdeberta_v1,
affare_249844,affare,0.0,positive,0.4127,0.3,21.94,suspect,['urgency_detected'],xlm_roberta_mdeberta_v1,
tunisieannonce_43ecf99ff26a,tunisieannonce,0.0,positive,0.2933,0.0,10.27,normal,[],xlm_roberta_mdeberta_v1,
affare_259279,affare,0.0,positive,0.258,0.55,22.78,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
affare_257791,affare,0.3538,negative,0.4227,0.3,36.45,suspect,['urgency_detected'],xlm_roberta_mdeberta_v1,
century21_2156c0f75904,century21,0.0808,neutral,0.3391,0.0,15.1,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_f32b70a1c306,tunisieannonce,0.0,positive,0.3503,0.0,12.26,normal,[],xlm_roberta_mdeberta_v1,
affare_257455,affare,0.3903,negative,0.3507,0.75,46.64,suspect,"['urgency_detected', 'external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
affare_248967,affare,0.0,positive,0.3865,0.55,27.28,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
century21_21015be21ea9,century21,0.0,positive,0.373,0.0,13.05,normal,[],xlm_roberta_mdeberta_v1,
affare_259299,affare,0.0,positive,0.3252,0.0,11.38,normal,[],xlm_roberta_mdeberta_v1,
century21_2307025f158c,century21,0.0,positive,0.3736,0.0,13.08,normal,[],xlm_roberta_mdeberta_v1,
mubawab_8323438,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8106603,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
century21_21f11a52cd51,century21,0.0,positive,0.3373,0.75,30.56,suspect,"['urgency_detected', 'external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
century21_241d85dc368f,century21,0.3581,negative,0.3747,0.2,32.44,suspect,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
century21_2230fbcaa37d,century21,0.0,positive,0.272,0.2,14.52,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
affare_259305,affare,0.2813,negative,0.2665,0.75,39.33,suspect,"['urgency_detected', 'external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
century21_2294f82184d4,century21,0.0,positive,0.3694,0.55,26.68,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
century21_2769d491c77a,century21,0.3716,negative,0.3493,0.0,27.09,suspect,[],xlm_roberta_mdeberta_v1,
century21_25e2d5914853,century21,0.0,positive,0.4103,0.55,28.11,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
affare_259304,affare,0.069,neutral,0.3813,0.75,34.86,suspect,"['urgency_detected', 'external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
century21_2843b00e4c7d,century21,0.0,positive,0.352,0.0,12.32,normal,[],xlm_roberta_mdeberta_v1,
century21_2d4b5571ad61,century21,0.0,positive,0.3615,0.0,12.65,normal,[],xlm_roberta_mdeberta_v1,
century21_3e63579bc109,century21,0.3851,negative,0.3398,0.2,32.3,suspect,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
century21_2b58507c48ad,century21,0.0787,neutral,0.3538,0.0,15.53,normal,[],xlm_roberta_mdeberta_v1,
century21_302c0dba16da,century21,0.0,positive,0.3843,0.2,18.45,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
century21_a23998b12c08,century21,0.2726,negative,0.4089,0.0,25.22,suspect,[],xlm_roberta_mdeberta_v1,
century21_3114d82eed86,century21,0.0,positive,0.411,0.3,21.88,suspect,['urgency_detected'],xlm_roberta_mdeberta_v1,
century21_32dce02693df,century21,0.0,positive,0.355,0.2,17.42,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
century21_3572353f854b,century21,0.0,positive,0.3436,0.0,12.03,normal,[],xlm_roberta_mdeberta_v1,
century21_353f1ebac7e7,century21,0.0,positive,0.4063,0.0,14.22,normal,[],xlm_roberta_mdeberta_v1,
century21_347f54f1f121,century21,0.3915,negative,0.3376,0.0,27.48,suspect,[],xlm_roberta_mdeberta_v1,
century21_3452f4daaec0,century21,0.0,positive,0.373,0.2,18.05,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
century21_356e73a2bfcf,century21,0.0,positive,0.3639,0.0,12.74,normal,[],xlm_roberta_mdeberta_v1,
century21_32e1a28a66b5,century21,0.0,positive,0.3521,0.0,12.32,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_10099aacf90d,tunisieannonce,0.2412,negative,0.3317,0.0,21.26,suspect,[],xlm_roberta_mdeberta_v1,
century21_39b0e3338d5c,century21,0.2967,negative,0.3784,0.55,38.86,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
century21_361caf169058,century21,0.0,positive,0.3973,0.0,13.91,normal,[],xlm_roberta_mdeberta_v1,
affare_259405,affare,0.0,positive,0.3536,0.0,12.38,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_43f0ba794abc,tunisieannonce,0.0,positive,0.3347,0.0,11.71,normal,[],xlm_roberta_mdeberta_v1,
century21_366a8e518bcc,century21,0.0808,neutral,0.4146,0.55,31.49,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
century21_3dd3d5649a08,century21,0.0,positive,0.3227,0.0,11.29,normal,[],xlm_roberta_mdeberta_v1,
century21_3c8ed2535105,century21,0.0,positive,0.386,0.0,13.51,normal,[],xlm_roberta_mdeberta_v1,
century21_3cd545d39ca4,century21,0.0,positive,0.3597,0.0,12.59,normal,[],xlm_roberta_mdeberta_v1,
century21_3c1ae4d49e2c,century21,0.0,positive,0.3712,0.5,25.49,suspect,"['urgency_detected', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
affare_259425,affare,0.086,neutral,0.381,0.3,24.28,suspect,['urgency_detected'],xlm_roberta_mdeberta_v1,
century21_3d6c56be89e6,century21,0.0791,neutral,0.3681,0.2,21.05,suspect,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
tunisieannonce_15a312582d6d,tunisieannonce,0.0,positive,0.3432,0.0,12.01,normal,[],xlm_roberta_mdeberta_v1,
century21_3f9be412ebe8,century21,0.087,neutral,0.3997,0.0,17.47,normal,[],xlm_roberta_mdeberta_v1,
century21_4000,century21,0.0,positive,0.2898,0.0,10.14,normal,[],xlm_roberta_mdeberta_v1,
century21_3eeb298bd730,century21,0.0,positive,0.358,0.0,12.53,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_5866975d79f2,tunisieannonce,0.0,positive,0.3237,0.0,11.33,normal,[],xlm_roberta_mdeberta_v1,
century21_a06a868f83c9,century21,0.0,positive,0.3808,0.2,18.33,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
affare_259428,affare,0.4402,negative,0.3033,0.55,41.97,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
century21_441acd868ad7,century21,0.0,positive,0.3593,0.0,12.58,normal,[],xlm_roberta_mdeberta_v1,
affare_259489,affare,0.0839,neutral,0.3676,0.0,16.22,normal,[],xlm_roberta_mdeberta_v1,
affare_259481,affare,0.0,positive,0.3836,0.0,13.43,normal,[],xlm_roberta_mdeberta_v1,
century21_4469dfee02b5,century21,0.0,positive,0.3676,0.0,12.87,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_a59de41e91d3,tunisieannonce,0.3723,negative,0.3505,0.2,32.16,suspect,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
century21_462ff2b648c9,century21,0.0814,neutral,0.4049,0.55,31.18,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
century21_470ba187fcfe,century21,0.0811,neutral,0.3533,0.55,29.36,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
century21_48d7fd5f468a,century21,0.0,positive,0.4056,0.5,26.7,suspect,"['urgency_detected', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
affare_259490,affare,0.0,positive,0.3759,0.2,18.16,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
century21_4986433c866a,century21,0.0904,neutral,0.4053,0.0,17.8,normal,[],xlm_roberta_mdeberta_v1,
affare_259480,affare,0.0,positive,0.2568,0.0,8.99,normal,[],xlm_roberta_mdeberta_v1,
affare_254771,affare,0.4722,negative,0.3759,0.75,50.79,suspect,"['urgency_detected', 'external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,"Cette annonce immobilière est suspecte en raison de son score de fraude élevé (50,8/100), sentiment négatif (score 0,47), détection d'urgence, contact externe et l'absence de photos."
century21_55f3b1f1fcf3,century21,0.0,positive,0.3511,0.25,18.54,normal,['external_contact'],xlm_roberta_mdeberta_v1,
affare_259429,affare,0.2452,negative,0.3211,0.75,39.8,suspect,"['urgency_detected', 'external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
century21_4c5e7fbb0f02,century21,0.0,positive,0.3525,0.0,12.34,normal,[],xlm_roberta_mdeberta_v1,
mubawab_8134835,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
affare_259496,affare,0.2633,negative,0.2414,0.75,37.73,suspect,"['urgency_detected', 'external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
affare_258672,affare,0.1048,neutral,0.3503,0.3,23.95,suspect,['urgency_detected'],xlm_roberta_mdeberta_v1,
century21_4c7b3f4d179d,century21,0.0,positive,0.3334,0.35,20.42,normal,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
tunisieannonce_1c07a2a40006,tunisieannonce,0.0,positive,0.2934,0.0,10.27,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_1c52da4a4f70,tunisieannonce,0.0,positive,0.4126,0.2,19.44,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
affare_259498,affare,0.0,positive,0.3703,0.2,17.96,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
century21_501b93b327b8,century21,0.0,positive,0.3737,0.0,13.08,normal,[],xlm_roberta_mdeberta_v1,
century21_50636c9a39c7,century21,0.0,positive,0.3287,0.2,16.5,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
affare_259491,affare,0.0,positive,0.3461,0.2,17.11,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
century21_5076adb84682,century21,0.0992,neutral,0.3882,0.0,17.55,normal,[],xlm_roberta_mdeberta_v1,
century21_508fb5edc35b,century21,0.0,positive,0.3334,0.35,20.42,normal,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
century21_51be6fa113ce,century21,0.0777,neutral,0.3408,0.55,28.79,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
tunisieannonce_6da1fdfb4561,tunisieannonce,0.0,positive,0.3829,0.2,18.4,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
century21_50ffd55154a0,century21,0.0,positive,0.3059,0.0,10.71,normal,[],xlm_roberta_mdeberta_v1,
century21_539749d7e32e,century21,0.0,positive,0.3594,0.2,17.58,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
century21_550ea00e206f,century21,0.1012,neutral,0.4015,0.0,18.1,normal,[],xlm_roberta_mdeberta_v1,
affare_259512,affare,0.3459,negative,0.33,0.55,39.14,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
century21_a4fafc08c751,century21,0.0837,neutral,0.3911,0.55,30.79,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
affare_259510,affare,0.0757,neutral,0.3171,0.55,27.88,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
affare_253769,affare,0.3066,negative,0.4169,0.0,26.86,suspect,[],xlm_roberta_mdeberta_v1,
century21_592c386e050b,century21,0.0788,neutral,0.3852,0.0,16.63,normal,[],xlm_roberta_mdeberta_v1,
century21_58c425a613bd,century21,0.0,positive,0.3961,0.0,13.86,normal,[],xlm_roberta_mdeberta_v1,
century21_565a48977ba5,century21,0.0,positive,0.3119,0.5,23.42,suspect,"['urgency_detected', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
century21_58d5e550d7ab,century21,0.0,positive,0.3263,0.0,11.42,normal,[],xlm_roberta_mdeberta_v1,
century21_59cde04c053e,century21,0.0,positive,0.3669,0.75,31.59,suspect,"['urgency_detected', 'external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
tunisieannonce_78fa608ad33c,tunisieannonce,0.6477,negative,0.4002,0.2,44.91,suspect,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
tunisieannonce_43e4d8cddfd7,tunisieannonce,0.0,positive,0.3647,0.2,17.76,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
century21_5b6afc354884,century21,0.0,positive,0.3671,0.55,26.6,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
century21_5f9bfd649618,century21,0.0,positive,0.3243,0.55,25.1,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
century21_605a11c9849c,century21,0.0,positive,0.4146,0.0,14.51,normal,[],xlm_roberta_mdeberta_v1,
century21_627a3854a9b4,century21,0.0,positive,0.3653,0.2,17.79,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
century21_6265d73de2d9,century21,0.0,positive,0.4176,0.0,14.62,normal,[],xlm_roberta_mdeberta_v1,
century21_616d0dc6d4f0,century21,0.0,positive,0.3134,0.75,29.72,suspect,"['urgency_detected', 'external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
century21_640f193bf6cb,century21,0.362,negative,0.4525,0.0,30.32,suspect,[],xlm_roberta_mdeberta_v1,
affare_259555,affare,0.2834,negative,0.3075,0.75,40.85,suspect,"['urgency_detected', 'external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
century21_692ec1ce27af,century21,0.3702,negative,0.3376,0.0,26.62,suspect,[],xlm_roberta_mdeberta_v1,
affare_259553,affare,0.0,positive,0.2684,0.55,23.14,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
affare_259176,affare,0.258,negative,0.2619,0.25,25.74,suspect,['vague_description'],xlm_roberta_mdeberta_v1,
century21_a374c68a9bde,century21,0.0,positive,0.4195,0.0,14.68,normal,[],xlm_roberta_mdeberta_v1,
affare_259547,affare,0.0,positive,0.3152,0.0,11.03,normal,[],xlm_roberta_mdeberta_v1,
affare_259567,affare,0.0,positive,0.3616,0.0,12.66,normal,[],xlm_roberta_mdeberta_v1,
affare_259174,affare,0.2664,negative,0.2525,0.75,38.24,suspect,"['urgency_detected', 'external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
century21_6c682d1ed2b3,century21,0.0,positive,0.2922,0.3,17.73,normal,['urgency_detected'],xlm_roberta_mdeberta_v1,
century21_7147c15d2ec4,century21,0.0,positive,0.3789,0.0,13.26,normal,[],xlm_roberta_mdeberta_v1,
century21_a52669764594,century21,0.0902,neutral,0.4018,0.0,17.67,normal,[],xlm_roberta_mdeberta_v1,
century21_72da86bac748,century21,0.0931,neutral,0.4062,0.0,17.94,normal,[],xlm_roberta_mdeberta_v1,
century21_738a55465c2e,century21,0.0848,neutral,0.4048,0.0,17.56,normal,[],xlm_roberta_mdeberta_v1,
century21_7142a9e06b2b,century21,0.0,positive,0.3596,0.55,26.34,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
century21_754ff3689da4,century21,0.0,positive,0.4037,0.55,27.88,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
century21_76c858e7fd9f,century21,0.1006,neutral,0.399,0.0,17.99,normal,[],xlm_roberta_mdeberta_v1,
affare_259558,affare,0.2731,negative,0.3789,0.75,42.94,suspect,"['urgency_detected', 'external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
century21_75ab39b53f3f,century21,0.0,positive,0.3742,0.5,25.6,suspect,"['urgency_detected', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
tunisieannonce_02d567d77144,tunisieannonce,0.2676,negative,0.3075,0.25,27.72,suspect,['vague_description'],xlm_roberta_mdeberta_v1,
affare_259559,affare,0.4038,negative,0.3237,0.75,46.23,suspect,"['urgency_detected', 'external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
century21_757cc4888649,century21,0.0,positive,0.421,0.0,14.73,normal,[],xlm_roberta_mdeberta_v1,
century21_7950adacbbdc,century21,0.0,positive,0.307,0.0,10.74,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_06916d8a19c1,tunisieannonce,0.2907,negative,0.3245,0.25,29.24,suspect,['external_contact'],xlm_roberta_mdeberta_v1,
affare_259669,affare,0.0,positive,0.2659,0.0,9.31,normal,[],xlm_roberta_mdeberta_v1,
century21_7935bd52e199,century21,0.0,positive,0.3458,0.3,19.6,normal,['urgency_detected'],xlm_roberta_mdeberta_v1,
affare_259570,affare,0.0,positive,0.3252,0.55,25.13,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
century21_7cbe93a685ef,century21,0.0,positive,0.4098,0.0,14.34,normal,[],xlm_roberta_mdeberta_v1,
century21_7a688ba5a493,century21,0.082,neutral,0.4016,0.3,24.84,suspect,['urgency_detected'],xlm_roberta_mdeberta_v1,
century21_7d9fd3df44af,century21,0.0,positive,0.3326,0.0,11.64,normal,[],xlm_roberta_mdeberta_v1,
century21_80abfd0d2296,century21,0.0,positive,0.3533,0.55,26.12,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
century21_7f914016776d,century21,0.2656,negative,0.3339,0.0,22.31,suspect,[],xlm_roberta_mdeberta_v1,
century21_839d3b3c6d14,century21,0.0,positive,0.3939,0.3,21.29,suspect,['urgency_detected'],xlm_roberta_mdeberta_v1,
century21_8031726f1280,century21,0.0,positive,0.359,0.0,12.56,normal,[],xlm_roberta_mdeberta_v1,
century21_815677f09b1d,century21,0.0,positive,0.3324,0.0,11.63,normal,[],xlm_roberta_mdeberta_v1,
century21_8631fc65b90e,century21,0.0975,neutral,0.3395,0.0,15.78,normal,[],xlm_roberta_mdeberta_v1,
century21_8489febc2177,century21,0.0,positive,0.3621,0.45,23.92,suspect,"['external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
century21_834d120ea15d,century21,0.0,positive,0.3924,0.2,18.73,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
century21_83af5afe2ea1,century21,0.0,positive,0.3378,0.0,11.82,normal,[],xlm_roberta_mdeberta_v1,
century21_86396b55ebe2,century21,0.0,positive,0.3934,0.3,21.27,suspect,['urgency_detected'],xlm_roberta_mdeberta_v1,
century21_89b010eb2368,century21,0.0,positive,0.4161,0.0,14.56,normal,[],xlm_roberta_mdeberta_v1,
century21_8717e34abd61,century21,0.0,positive,0.4179,0.0,14.63,normal,[],xlm_roberta_mdeberta_v1,
century21_ce386f5348f2,century21,0.0,positive,0.3378,0.3,19.32,normal,['urgency_detected'],xlm_roberta_mdeberta_v1,
affare_259183,affare,0.2758,negative,0.3986,0.55,38.73,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
century21_8a292d382327,century21,0.0,positive,0.4008,0.2,19.03,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
century21_8b99df5e2408,century21,0.0,positive,0.3441,0.55,25.79,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
century21_8a90b246d2de,century21,0.0,positive,0.3902,0.0,13.66,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_cb156f1e4869,tunisieannonce,0.2973,negative,0.3227,0.0,23.19,suspect,[],xlm_roberta_mdeberta_v1,
tunisieannonce_075a905d57da,tunisieannonce,0.0,positive,0.2983,0.55,24.19,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
tunisieannonce_afe994372718,tunisieannonce,0.6435,negative,0.3621,0.25,44.66,suspect,['external_contact'],xlm_roberta_mdeberta_v1,
century21_94da036c3ec1,century21,0.0804,neutral,0.388,0.55,30.55,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
century21_02e0b379ff2b,century21,0.0,positive,0.3418,0.0,11.96,normal,[],xlm_roberta_mdeberta_v1,
affare_2300,affare,0.2939,negative,0.3852,0.55,38.99,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
century21_91da7da468e0,century21,0.0691,neutral,0.3551,0.55,28.94,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
century21_99717a3e0ca6,century21,0.0,positive,0.3373,0.0,11.81,normal,[],xlm_roberta_mdeberta_v1,
century21_972f52ed789f,century21,0.5129,negative,0.3631,0.0,33.22,suspect,[],xlm_roberta_mdeberta_v1,
affare_3770,affare,0.2959,negative,0.3706,0.2,29.81,suspect,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
century21_963d778f6aac,century21,0.0,positive,0.3546,0.0,12.41,normal,[],xlm_roberta_mdeberta_v1,
affare_4000,affare,0.0,positive,0.3278,0.55,25.22,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
century21_9af68797b295,century21,0.2876,negative,0.4329,0.0,26.66,suspect,[],xlm_roberta_mdeberta_v1,
century21_99958910d407,century21,0.0,positive,0.4031,0.0,14.11,normal,[],xlm_roberta_mdeberta_v1,
century21_9bd71bf6fbb7,century21,0.0,positive,0.3843,0.0,13.45,normal,[],xlm_roberta_mdeberta_v1,
century21_99beb569ad38,century21,0.0,positive,0.3817,0.55,27.11,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
century21_9b8b71718aec,century21,0.0,positive,0.4197,0.0,14.69,normal,[],xlm_roberta_mdeberta_v1,
century21_9dae1ef4f96e,century21,0.3473,negative,0.3966,0.0,27.77,suspect,[],xlm_roberta_mdeberta_v1,
century21_cfda44cb008d,century21,0.0,positive,0.3334,0.35,20.42,normal,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
affare_7000,affare,0.367,negative,0.3247,0.55,39.79,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
century21_a5b93b9d14bf,century21,0.0,positive,0.3923,0.2,18.73,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
century21_a57cf79f7989,century21,0.0,positive,0.3488,0.0,12.21,normal,[],xlm_roberta_mdeberta_v1,
century21_a980f894b5a4,century21,0.0956,neutral,0.3788,0.0,17.08,normal,[],xlm_roberta_mdeberta_v1,
century21_ab6cd2a478c7,century21,0.0,positive,0.3441,0.2,17.04,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
century21_a8b0eb51e79f,century21,0.0,positive,0.3847,0.0,13.46,normal,[],xlm_roberta_mdeberta_v1,
affare_259237,affare,0.2589,negative,0.4663,0.3,34.18,suspect,['urgency_detected'],xlm_roberta_mdeberta_v1,
century21_addf8c287b09,century21,0.0,positive,0.3906,0.55,27.42,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
century21_ae954f4eb4cc,century21,0.0,positive,0.3442,0.0,12.05,normal,[],xlm_roberta_mdeberta_v1,
century21_afb0b252cb12,century21,0.3821,negative,0.3992,0.2,34.26,suspect,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
century21_af1b7b12d9fc,century21,0.0,positive,0.3788,0.3,20.76,normal,['urgency_detected'],xlm_roberta_mdeberta_v1,
century21_ae1bc8fb8a13,century21,0.0,positive,0.4221,0.0,14.77,normal,[],xlm_roberta_mdeberta_v1,
century21_ad5a47137725,century21,0.0,positive,0.3593,0.0,12.58,normal,[],xlm_roberta_mdeberta_v1,
century21_b193ec1b84d6,century21,0.0,positive,0.3893,0.75,32.38,suspect,"['urgency_detected', 'external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
century21_b03de67292c5,century21,0.0,positive,0.364,0.0,12.74,normal,[],xlm_roberta_mdeberta_v1,
century21_b15db367220b,century21,0.0,positive,0.3627,0.0,12.69,normal,[],xlm_roberta_mdeberta_v1,
century21_b09359734e9a,century21,0.0,positive,0.3425,0.2,16.99,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
century21_b4960182fc3f,century21,0.0,positive,0.3719,0.0,13.02,normal,[],xlm_roberta_mdeberta_v1,
century21_b6babd94baa1,century21,0.0,positive,0.341,0.0,11.94,normal,[],xlm_roberta_mdeberta_v1,
century21_b71bfd12715b,century21,0.0,positive,0.4038,0.0,14.13,normal,[],xlm_roberta_mdeberta_v1,
century21_b92f0a6641b9,century21,0.3032,negative,0.3221,0.0,23.4,suspect,[],xlm_roberta_mdeberta_v1,
century21_b45fd5a9d3f4,century21,0.0,positive,0.4136,0.0,14.48,normal,[],xlm_roberta_mdeberta_v1,
century21_b37375d81cc4,century21,0.0,positive,0.3361,0.0,11.76,normal,[],xlm_roberta_mdeberta_v1,
century21_b9da3a56c371,century21,0.0,positive,0.3353,0.0,11.74,normal,[],xlm_roberta_mdeberta_v1,
century21_bb1421336558,century21,0.0,positive,0.4065,0.3,21.73,suspect,['urgency_detected'],xlm_roberta_mdeberta_v1,
century21_ba2192d89882,century21,0.0,positive,0.4448,0.55,29.32,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
