"id","title","subtitle","price","transaction_type","property_type","location_details","municipality","surface","rooms","bedrooms","bathrooms","features","poi","description","url","image_path","images_folder","images_count","scraped_at","last_updated"
444,"Appartement avec piscine et vue sur mer à la Marsa","Tunisie","","rent","apartment","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie",NULL,2,"rangement",NULL,"{}","{}","NEPTUNE IMMO agence immobilière située à La Marsa vous propose à la location un magnifique appartement avec une piscine et  vue sur mer dans un quartier calme et sécurisée à la Marsa . L’appartement est très bien situé et proche de toutes les commodités de la la Marsa Il se compose comme suit : – un salon avec une terrasse vue sur mer – salle à manger – salle d’eau – cuisine équipée – 2 chambres à coucher – une suite parentale – une pièce de stockage – salle de bain - piscine et terrasse  avec vue sur mer","https://www.mubawab.tn/fr/a/8252424/appartement-avec-piscine-et-vue-sur-mer-%C3%A0-la-marsa","media\apartment\444\image_001.jpg","media\apartment\444",18,"2026-02-18 15:18:55.304065","Unknown"
445,"Bel appartement en location à Les Berges Du Lac 2.2 chambres...","Tunisie","","rent","apartment","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie","130",2,NULL,NULL,"{}","{}","Appartement en location à saisir. Prix 2 600 TND. 2 chambres, 2 salles de bains, surface 130 m². 2ème étage. Moins d'un an. Revêtement: Marbre. Propriété entièrement meublée. Venez découvrir cet appartement en location à Les Berges Du Lac 2. Sécurité maximale avec système de surveillance et porte blindée. Équipé d'une antenne parabolique. Nombreux équipements dont cheminée et climatisation. Contactez-nous si vous êtes intéressé par cet appartement. Bénéficiez du calme absolu avec fenêtres en double vitrage. Dispose du chauffage central. Ascenseur. Cuisinière avec four.","https://www.mubawab.tn/fr/a/8298900/bel-appartement-en-location-%C3%A0-les-berges-du-lac-2-2-chambres-agr%C3%A9ables-meubl%C3%A9","media\apartment\445\image_001.jpg","media\apartment\445",12,"2026-02-18 15:19:12.020882","Unknown"
446,"Appartement location à France ville","Tunisie","","rent","apartment","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie","100",2,NULL,NULL,"{}","{}","Appartement en location à saisir. Prix 1 200 TND. 2 chambres à coucher, 1 salle de bains, 100 m². Moins d'un an. Type de sol: Marbre. Confort et sécurité avec chauffage central, porte blindée et double vitrage. Venez découvrir cet appartement en location à Les Jardins de Carthage. Cuisinière avec four. Cuisine bien équipée. Programmez dès maintenant votre visite pour cet appartement d'exception. Sécurité.","https://www.mubawab.tn/fr/a/8298450/appartement-location-%C3%A0-france-ville","media\apartment\446\image_001.jpg","media\apartment\446",11,"2026-02-18 15:19:29.368079","Unknown"
447,"A louer S3 au jardin de Carthage","Tunisie","","rent","apartment","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie",NULL,3,NULL,NULL,"{}","{}","A louer : Appartement en S3 aux jardins de Carthage Composition : Salon avec balcon Une Cuisine équipée (Hotte -Plaque -Four micro-onde ) avec séchoir Salle d'eau invitée Deux chambres à coucher avec dressing Salle de bain commune Suite parentale avec sa salle de bain Climatisation chauffage place parking sous sol Loyer : 2300 dt /mois Pour le visiter et plus d'informations veuillez nous contacter sur le: 54819997 / 54819219","https://www.mubawab.tn/fr/a/8239576/a-louer-s3-au-jardin-de-carthage","media\apartment\447\image_001.jpg","media\apartment\447",12,"2026-02-18 15:19:40.885347","Unknown"
448,"A LOUER s2 avec jardin à la Soukra chotrana1","Tunisie","","rent","apartment","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie",NULL,2,NULL,NULL,"{}","{}","A louer :  Appartement S2  à La soukra chotrana1  au RDC avec jardin dans une résidence r2 Composition : Salon  ouvrant sur la terrasse et jardin cuisine avec hotte , plaque et four deux Chambres à coucher avec dressing Salle de bain Climatisation centrale Chauffage central place parking sous sol et cellier Prix : 1600dt y compris syndic Pour le visiter et plus d'informations veuillez nous contacter sur le: 54819997 / 54819229","https://www.mubawab.tn/fr/a/8235287/a-louer-s2-avec-jardin-%C3%A0-la-soukra-chotrana1","media\apartment\448\image_001.jpg","media\apartment\448",11,"2026-02-18 15:19:54.513609","Unknown"
449,"A louer s1 neuf aux jardin de carthage","Tunisie","","rent","apartment","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie",NULL,1,NULL,NULL,"{}","{}","A LOUER : Appartement  S1 jamais habité aux jardin de carthage Composition : -Salon  avec balcon -une cuisine indépendante avec séchoir équipée (plaque, hotte, four) -Chambre à coucher avec dressing -Salle d'eau avec cabine de douche Chauffage central climatiseurs Loyer : 1500 DT/mois Pour le visiter et plus d'informations veuillez nous contacter sur le: 54819997 / 54819219","https://www.mubawab.tn/fr/a/8268931/a-louer-s1-neuf-aux-jardin-de-carthage","media\apartment\449\image_001.jpg","media\apartment\449",10,"2026-02-18 15:20:07.689266","Unknown"
450,"A louer un S2 vide aux Berges du Lac 2","Tunisie","2300 TND","rent","apartment","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie","120",2,NULL,NULL,"{}","{}","Agence immobilière le Carré 9 vous propose à la location un appartement S2 d’une superficie de 120m² richement meublé situé au Berges du Lac 2. La partie jour se compose d’un salon et salle à manger donnant sur une terrasse, une cuisine équipée avec un séchoir et une salle de douche. La partie nuit loge deux chambres à coucher avec dressings et une salle de bain commune. Il est doté du chauffage central, de la climatisation en split et d’une place de parking au sous-sol. Des dressings dont installés au hall d’entrée, au couloir de la partie nuit et eu séchoir. L'appartement est proposé en location en meublé à 2700dt ou bien vide à 2300dt. Pour plus d’informations veuillez nous contacter au 28177388 ou bien 23219610.","https://www.mubawab.tn/fr/a/8173020/a-louer-un-s2-vide-aux-berges-du-lac-2","media\apartment\450\image_001.jpg","media\apartment\450",3,"2026-02-18 15:20:19.422835","Unknown"
457,"RDC en S2 avec place de parking à Hammamet: Locatio","Tunisie","","rent","apartment","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie",NULL,2,NULL,NULL,"{}","{}","Click Dar Immobilier Hammamet vous propose pour la location annuelle, un appartement en S2 au RDC, dans une résidence sécurisée et gardée ayant une piscine collective à Hammamet. Il se compose d’un salon-salle à manger, deux chambres à coucher, une cuisine aménagée et une salle de bain. *Chauffage central /Climatiseurs *Place de parking/ Piscine collective Prix : 1500dt/Mois (Syndic inclus) Réf : Z0444","https://www.mubawab.tn/fr/a/7787610/rdc-en-s2-avec-place-de-parking-%C3%A0-hammamet-locatio","media\apartment\457\image_001.jpg","media\apartment\457",9,"2026-02-18 15:21:39.850912","Unknown"
458,"A louer s1 à Ain zaghouan","Tunisie","","rent","apartment","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie",NULL,1,NULL,NULL,"{}","{}","La méditerrané immobilière Soukra vous propose à la location un appartement S1 situé dans une résidence sécurisée à Ain Zaghouan. Cet appartement dispose d'un salon spacieux. Une cuisine équipée par une plaque chauffante, un four électrique, une hotte aspirante et des éléments de rangements. Elle est complétée par un séchoir. Une chambre à coucher ainsi qu'une salle de bain. Chauffage central.","https://www.mubawab.tn/fr/a/8305371/a-louer-s1-%C3%A0-ain-zaghouan","media\apartment\458\image_001.jpg","media\apartment\458",4,"2026-02-18 15:21:52.047599","Unknown"
459,"A louer un s2 meublé à Ain Zaghouan Nord","Tunisie","","rent","apartment","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie","120",2,"rangement",NULL,"{}","{}","Agence Immobilière le Carré vous propose à la location un magnifique appartement S2 meublé S2 de 120 m², situé au 3ᵉ étage d’une résidence moderne, sécurisée et équipée de deux ascenseurs à Ain Zaghouan Nord l’appartement se compose comme suit: -Salon , salle à manger avec balcon -Suite parentale avec dressing et salle de bain privative -Chambre d’enfants lumineuse avec dressing -Une salles de bain  avec jacuzzi -Cuisine moderne entièrement équipée avec séchoir fonctionnel Place de parking au sous-sol et un cellier de rangement sont à la dispositions Pour plus d’informations veuillez nous contacter au 22300078 ou bien 23219610.","https://www.mubawab.tn/fr/a/8275824/a-louer-un-s2-meubl%C3%A9-%C3%A0-ain-zaghouan-nord","media\apartment\459\image_001.jpg","media\apartment\459",11,"2026-02-18 15:22:02.000351","Unknown"
460,"À louer – Appartement S3 haut standing","Tunisie","","rent","apartment","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie",NULL,3,"rangement",NULL,"{}","{}","Situé au 3 étage d’une résidence haut standing avec ascenseur, cet élégant appartement S3 offre un cadre de vie confortable et moderne dans un quartier résidentiel calme et très recherché. L’appartement bénéficie d’une superficie généreuse . Il se compose d’un salon spacieux et lumineux ouvrant sur une grande terrasse, de trois chambres à coucher confortables avec dressings, d’une cuisine moderne entièrement équipée avec séchoir, ainsi que d’une salle de bain avec baignoire. Le logement est équipé de la climatisation et du chauffage central, garantissant un confort optimal tout au long de l’année. La résidence est sécurisée, dotée d’un ascenseur et dispose d’une place de parking au sous-sol.","https://www.mubawab.tn/fr/a/8300630/%C3%A0-louer-%E2%80%93-appartement-s3-haut-standing","media\apartment\460\image_001.jpg","media\apartment\460",9,"2026-02-18 15:22:30.288693","Unknown"
